Parcel_ID|Municipality|Property_Address|Alternate_ID|School_District|Neighborhood_Code|Tax_Code|Recording_Date|Owner_Code|Sale_Price|State_Code|Deed_Book|Use_Code|Deed_Page|Homestead|Abatement|Farmstead|Lot_Area|Land_Value_2013_Mkt|Land_Value_2013_Reval|Building_Value_2013_Mkt|Building_Value_2013_Reval|Total_Value_2013_Mkt|Total_Value_2013_Reval
0063-E-00250-0000-00|926 MT. LEBANON|1766 THEODAN DR||Mt Lebanon|92612|Taxable|12/19/2007|Regular|165000|Residential|13470|SINGLE FAMILY|465|Yes|No|No|11,596 SQFT|54300|78700|108300|133200|162600|211900
0063-E-00252-0000-00|926 MT. LEBANON|1770 THEODAN DR||Mt Lebanon|92612|Taxable|7/7/1987|Regular|95000|Residential|7593|SINGLE FAMILY|510|Yes|No|No|12,029 SQFT|54900|80100|119200|161100|174100|241200
0063-E-00254-0000-00|926 MT. LEBANON|1774 THEODAN DR||Mt Lebanon|92612|Taxable|4/12/1996|Regular|120500|Residential|9669|SINGLE FAMILY|327|Yes|No|No|10,042 SQFT|51800|73500|105800|108000|157600|181500
0063-E-00256-0000-00|926 MT. LEBANON|1778 THEODAN DR||Mt Lebanon|92612|Taxable|12/18/2001|Regular|0|Residential|11226|SINGLE FAMILY|435|Yes|No|No|10,236 SQFT|45000|74200|130000|200600|175000|274800
0063-E-00300-0000-00|926 MT. LEBANON|238 TWIN HILLS DR||Mt Lebanon|92612|Taxable|9/28/1987|Regular|110000|Residential|7646|SINGLE FAMILY|618|Yes|No|No|39,285 SQFT|97200|85000|339800|492600|437000|577600
0063-E-00310-0000-00|926 MT. LEBANON|246 TWIN HILLS DR||Mt Lebanon|92612|Taxable|12/3/1986|Regular|75000|Residential|7444|SINGLE FAMILY|272|No|No|No|2.1500 Acres|127700|95000|240300|377500|368000|472500
0063-E-00310-0001-00|926 MT. LEBANON|TWIN HILLS DR||Mt Lebanon|92612|Taxable|12/6/1987|Regular|15000|Residential|7692|VACANT LAND|559|No|No|No|8,899 SQFT|13800|1600|0|0|13800|1600
0063-E-00311-0000-00|926 MT. LEBANON|242 TWIN HILLS DR||Mt Lebanon|92612|Taxable|4/1/1997|Regular|450000|Residential|9912|SINGLE FAMILY|407|Yes|No|No|25,439 SQFT|75700|82500|477100|523500|552800|606000
0063-E-00313-0000-00|926 MT. LEBANON|243 TWIN HILLS DR||Mt Lebanon|92612|Taxable|9/11/1987|Regular|125000|Residential|7636|SINGLE FAMILY|520|Yes|No|No|1.2100 Acres|86500|87500|425100|439100|511600|526600
0063-E-00315-0000-00|926 MT. LEBANON|247 TWIN HILLS DR||Mt Lebanon|92612|Taxable|11/19/1992|Regular|1|Residential|8853|SINGLE FAMILY|164|No|No|No|33,658 SQFT|88500|83900|321500|353500|410000|437400
0063-E-00317-0000-00|926 MT. LEBANON|251 TWIN HILLS DR||Mt Lebanon|92612|Taxable|6/2/2008|Regular|350000|Residential|13626|SINGLE FAMILY|311|Yes|No|No|13,689 SQFT|57500|80300|147000|208200|204500|288500
0063-E-00327-0000-00|926 MT. LEBANON|250 TWIN HILLS DR||Mt Lebanon|92612|Taxable|10/2/1989|Regular|177500|Residential|8109|SINGLE FAMILY|495|Yes|No|No|14,194 SQFT|58300|80400|160000|224700|218300|305100
0063-E-00330-0000-00|926 MT. LEBANON|254 TWIN HILLS DR||Mt Lebanon|92612|Taxable|9/22/1970|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|23,877 SQFT|73300|82200|127800|192500|201100|274700
0063-E-00334-0000-00|926 MT. LEBANON|910 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|5/30/2000|Regular|82000|Residential|10775|SINGLE FAMILY|50|Yes|No|No|8,129 SQFT|39100|67200|73500|80600|112600|147800
0063-E-00336-0000-00|926 MT. LEBANON|914 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|6/23/2010|Regular|157000|Residential|14301|SINGLE FAMILY|405|No|No|No|6,849 SQFT|38200|62900|70800|82700|109000|145600
0063-E-00338-0000-00|926 MT. LEBANON|918 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|6/7/1972|Regular|22900|Residential|5095|SINGLE FAMILY|353|Yes|No|No|6,361 SQFT|38000|61300|91700|124000|129700|185300
0063-E-00340-0000-00|926 MT. LEBANON|922 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|10/29/1965|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|6,216 SQFT|37900|60800|100600|125600|138500|186400
0063-E-00342-0000-00|926 MT. LEBANON|928 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|5/21/1979|Regular|63000|Residential||SINGLE FAMILY|0|Yes|Yes|No|6,072 SQFT|37900|60300|88700|90700|126600|151000
0063-E-00344-0000-00|926 MT. LEBANON|932 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|6/20/2000|Regular|110000|Residential|10794|SINGLE FAMILY|460|Yes|No|No|5,927 SQFT|37800|59800|85400|99100|123200|158900
0063-E-00346-0000-00|926 MT. LEBANON|936 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|6/28/2007|Regular|115000|Residential|13286|SINGLE FAMILY|431|Yes|No|No|6,445 SQFT|38000|61500|70100|84200|108100|145700
0063-E-00350-0000-00|926 MT. LEBANON|2407 MCMONAGLE AVE||Mt Lebanon|92612|Taxable|10/2/2009|Regular|149900|Residential|14059|SINGLE FAMILY|442|No|No|No|7,500 SQFT|45000|65100|65000|79700|110000|144800
0063-E-00356-0000-00|926 MT. LEBANON|933 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|1/3/2011|Regular|129750|Residential|14471|SINGLE FAMILY|506|Yes|No|No|9,931 SQFT|51700|73200|83300|151900|135000|225100
0063-E-00358-0000-00|926 MT. LEBANON|929 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|8/3/2001|Regular|126000|Residential|11115|SINGLE FAMILY|162|Yes|No|No|6,500 SQFT|47600|61700|77800|133100|125400|194800
0063-E-00360-0000-00|926 MT. LEBANON|921 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|7/6/2004|Regular|134531|Residential|12109|SINGLE FAMILY|72|Yes|No|No|6,500 SQFT|47600|61700|73300|85200|120900|146900
0063-E-00362-0000-00|926 MT. LEBANON|925 N MEADOWCROFT AVE||Mt Lebanon|92612|Taxable|2/9/2006|Regular|140000|Residential|12744|SINGLE FAMILY|177|Yes|No|No|6,500 SQFT|47600|61700|87100|115100|134700|176800
0063-J-00010-0000-00|926 MT. LEBANON|1775 HELEN DR||Mt Lebanon|92612|Taxable|11/8/2006|Regular|1|Residential|13052|SINGLE FAMILY|331|Yes|No|No|17,936 SQFT|61100|81100|171600|266900|232700|348000
0063-J-00012-0000-00|926 MT. LEBANON|1771 HELEN DR||Mt Lebanon|92612|Taxable|3/28/2000|Regular|10|Residential|10723|SINGLE FAMILY|563|Yes|No|No|10,153 SQFT|52000|73900|198000|222000|250000|295900
0063-J-00014-0000-00|926 MT. LEBANON|1767 HELEN DR||Mt Lebanon|92612|Taxable|6/25/1962|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,600 SQFT|51200|72100|182500|212500|233700|284600
0063-J-00016-0000-00|926 MT. LEBANON|1763 HELEN DR||Mt Lebanon|92612|Taxable|3/3/2010|Regular|310000|Residential|14192|SINGLE FAMILY|353|Yes|No|No|10,800 SQFT|53000|76000|188900|213500|241900|289500
0063-J-00018-0000-00|926 MT. LEBANON|1759 HELEN DR||Mt Lebanon|92612|Taxable|11/5/2003|Regular|1|Residential|11846|SINGLE FAMILY|325|Yes|No|No|10,800 SQFT|53000|76000|166300|215700|219300|291700
0063-J-00020-0000-00|926 MT. LEBANON|1715 HOLLY LN||Mt Lebanon|92612|Taxable|3/2/1992|Regular|105000|Residential|8664|SINGLE FAMILY|517|Yes|No|No|8,586 SQFT|49600|68700|130700|162600|180300|231300
0063-J-00026-0000-00|926 MT. LEBANON|111 MORRISON DR||Mt Lebanon|92612|Taxable|9/25/1991|Regular|158000|Residential|8571|SINGLE FAMILY|508|Yes|No|No|13,370 SQFT|57000|80300|125500|170900|182500|251200
0063-J-00028-0000-00|926 MT. LEBANON|107 MORRISON DR||Mt Lebanon|92612|Taxable|12/9/2002|Regular|180000|Residential|11522|SINGLE FAMILY|606|Yes|No|No|11,078 SQFT|53400|77000|113000|158000|166400|235000
0063-J-00030-0000-00|926 MT. LEBANON|103 MORRISON DR||Mt Lebanon|92612|Taxable|8/21/1981|Regular|110000|Residential|6394|SINGLE FAMILY|305|Yes|No|No|14,078 SQFT|58100|80400|106400|217300|164500|297700
0063-J-00032-0000-00|926 MT. LEBANON|660 RIDGEFIELD AVE||Mt Lebanon|92612|Taxable|11/26/2003|Regular|310750|Residential|11871|SINGLE FAMILY|81|Yes|No|No|10,027 SQFT|51800|73500|152800|216400|204600|289900
0063-J-00034-0000-00|926 MT. LEBANON|118 MORRISON DR||Mt Lebanon|92612|Taxable|9/15/2009|Regular|230000|Residential|14041|SINGLE FAMILY|185|Yes|No|No|10,485 SQFT|44600|75000|115500|131300|160100|206300
0063-J-00036-0000-00|926 MT. LEBANON|122 MORRISON DR||Mt Lebanon|92612|Taxable|11/13/1986|Regular|92000|Residential|7431|SINGLE FAMILY|91|Yes|No|No|8,575 SQFT|42100|68600|112900|127600|155000|196200
0063-J-00038-0000-00|926 MT. LEBANON|126 MORRISON DR||Mt Lebanon|92612|Taxable|10/11/1983|Regular|95000|Residential|6745|SINGLE FAMILY|641|No|No|No|8,932 SQFT|42600|69800|114600|129300|157200|199100
0063-J-00040-0000-00|926 MT. LEBANON|130 MORRISON DR||Mt Lebanon|92612|Taxable|7/7/1975|Regular|45000|Residential||SINGLE FAMILY|0|Yes|No|No|8,342 SQFT|29500|67900|112500|168700|142000|236600
0063-J-00042-0000-00|926 MT. LEBANON|134 MORRISON DR||Mt Lebanon|92612|Taxable|2/4/1977|Regular|60500|Residential||SINGLE FAMILY|0|Yes|No|No|7,355 SQFT|40900|64600|109100|172600|150000|237200
0063-J-00044-0000-00|926 MT. LEBANON|123 MORRISON DR||Mt Lebanon|92612|Taxable|7/28/2000|Regular|167500|Residential|10825|SINGLE FAMILY|621|Yes|No|No|9,063 SQFT|50300|70300|126100|155900|176400|226200
0063-J-00046-0000-00|926 MT. LEBANON|119 MORRISON DR||Mt Lebanon|92612|Taxable|9/5/2006|Regular|199000|Residential|12980|SINGLE FAMILY|68|Yes|No|No|5,952 SQFT|47300|59900|129700|171600|177000|231500
0063-J-00048-0000-00|926 MT. LEBANON|115 MORRISON DR||Mt Lebanon|92612|Taxable|9/11/2000|Regular|185000|Residential|10863|SINGLE FAMILY|85|Yes|No|No|8,757 SQFT|49800|69200|140200|201800|190000|271000
0063-J-00066-0000-00|926 MT. LEBANON|1751 HELEN DR||Mt Lebanon|92612|Taxable|1/9/1987|Regular|1|Residential|7474|SINGLE FAMILY|479|Yes|No|No|12,121 SQFT|55100|80100|111400|134600|166500|214700
0063-J-00070-0000-00|926 MT. LEBANON|1747 HELEN DR||Mt Lebanon|92612|Taxable|6/22/1998|Regular|0|Residential|11536|SINGLE FAMILY|641|Yes|No|No|6,000 SQFT|42000|60100|88000|123000|130000|183100
0063-J-00072-0000-00|926 MT. LEBANON|1743 HELEN DR||Mt Lebanon|92612|Taxable|8/15/1956|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|6,140 SQFT|47400|60500|78700|99400|126100|159900
0063-J-00074-0000-00|926 MT. LEBANON|1739 HELEN DR||Mt Lebanon|92612|Taxable|10/13/1978|Regular|1|Residential||SINGLE FAMILY|0|Yes|No|No|6,589 SQFT|47600|62000|82700|98500|130300|160500
0063-J-00076-0000-00|926 MT. LEBANON|1733 HELEN DR||Mt Lebanon|92612|Taxable|1/2/2007|Regular|1|Residential|13105|TWO FAMILY|294|Yes|No|No|8,776 SQFT|49900|69300|96300|124900|146200|194200
0063-J-00080-0000-00|926 MT. LEBANON|1726 HELEN DR||Mt Lebanon|92612|Taxable|11/26/2002|Regular|0|Residential|11514|TWO FAMILY|212|No|No|No|6,600 SQFT|47600|62100|92800|128400|140400|190500
0063-J-00082-0000-00|926 MT. LEBANON|1730 HELEN DR||Mt Lebanon|92612|Taxable|9/1/2009|Regular|170000|Residential|14027|TWO FAMILY|593|Yes|No|No|6,600 SQFT|40500|62100|110000|75000|150500|137100
0063-J-00086-0000-00|926 MT. LEBANON|1718 THEODAN DR||Mt Lebanon|92612|Taxable|7/25/1997|Regular|130000|Residential|9997|SINGLE FAMILY|30|Yes|No|No|6,791 SQFT|38200|62700|106400|161400|144600|224100
0063-J-00088-0000-00|926 MT. LEBANON|1722 THEODAN DR||Mt Lebanon|92612|Taxable|11/13/1990|Regular|60000|Residential|8372|SINGLE FAMILY|479|Yes|No|No|7,652 SQFT|20300|65600|60300|126700|80600|192300
0063-J-00090-0000-00|926 MT. LEBANON|1726 THEODAN DR||Mt Lebanon|92612|Taxable|6/20/2008|Regular|95000|Residential|13647|SINGLE FAMILY|414|No|No|No|14,572 SQFT|58900|80500|88900|84900|147800|165400
0063-J-00094-0000-00|926 MT. LEBANON|1730 THEODAN DR||Mt Lebanon|92612|Taxable|8/31/2009|Corporation|80750|Residential|14025|SINGLE FAMILY|533|No|No|No|12,824 SQFT|56100|80200|77000|88700|133100|168900
0063-J-00098-0000-00|926 MT. LEBANON|1734 THEODAN DR||Mt Lebanon|92612|Taxable|7/17/2001|Regular|1|Residential|11098|SINGLE FAMILY|392|No|No|No|15,949 SQFT|42700|80800|73900|95000|116600|175800
0063-J-00102-0000-00|926 MT. LEBANON|1738 THEODAN DR||Mt Lebanon|92612|Taxable|7/8/1993|Regular|1|Residential|9003|SINGLE FAMILY|511|Yes|No|No|16,050 SQFT|39100|80800|41500|67800|80600|148600
0063-J-00106-0000-00|926 MT. LEBANON|1742 THEODAN DR||Mt Lebanon|92612|Taxable|2/7/2002|Regular|142500|Residential|11264|SINGLE FAMILY|263|Yes|No|No|23,082 SQFT|72000|82000|70500|150100|142500|232100
0063-J-00110-0000-00|926 MT. LEBANON|1746 THEODAN DR||Mt Lebanon|92612|Taxable|4/9/2008|Regular|1|Residential|13572|SINGLE FAMILY|327|Yes|No|No|10,061 SQFT|41500|73600|102900|134500|144400|208100
0063-J-00112-0000-00|926 MT. LEBANON|1750 THEODAN DR||Mt Lebanon|92612|Taxable|1/24/1973|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|14,194 SQFT|40000|80400|105000|136100|145000|216500
0063-J-00118-0000-00|926 MT. LEBANON|1754 THEODAN DR||Mt Lebanon|92612|Taxable|5/11/2004|Regular|167000|Residential|12041|SINGLE FAMILY|88|Yes|No|No|24,279 SQFT|50000|82300|105000|161800|155000|244100
0063-J-00122-0000-00|926 MT. LEBANON|1758 THEODAN DR||Mt Lebanon|92612|Taxable|12/9/2011|Regular|0|Residential|14759|SINGLE FAMILY|21|Yes|No|No|10,376 SQFT|52400|74600|75800|131200|128200|205800
0063-J-00124-0000-00|926 MT. LEBANON|1762 THEODAN DR||Mt Lebanon|92612|Taxable|6/12/1985|Regular|73000|Residential|7096|SINGLE FAMILY|178|Yes|No|No|13,376 SQFT|36500|80300|118300|164600|154800|244900
0063-J-00128-0000-00|926 MT. LEBANON|1782 THEODAN DR||Mt Lebanon|92612|Taxable|8/24/2006|Corporation|181000|Residential|12968|SINGLE FAMILY|179|Yes|No|No|9,652 SQFT|51200|72200|125800|124400|177000|196600
0063-J-00130-0000-00|926 MT. LEBANON|1786 THEODAN DR||Mt Lebanon|92612|Taxable|5/27/1997|Regular|165000|Residential|9951|SINGLE FAMILY|315|Yes|No|No|9,652 SQFT|51200|72200|222800|216300|274000|288500
0063-J-00132-0000-00|926 MT. LEBANON|1790 THEODAN DR||Mt Lebanon|92612|Taxable|6/10/1999|Regular|176000|Residential|10498|SINGLE FAMILY|404|Yes|No|No|9,652 SQFT|51200|72200|156100|183600|207300|255800
0063-J-00134-0000-00|926 MT. LEBANON|1794 THEODAN DR||Mt Lebanon|92612|Taxable|4/25/2000|Regular|210000|Residential|10746|SINGLE FAMILY|422|Yes|No|No|9,796 SQFT|51500|72700|172200|202300|223700|275000
0063-J-00136-0000-00|926 MT. LEBANON|1796 THEODAN DR||Mt Lebanon|92612|Taxable|3/16/1995|Regular|181000|Residential|9419|SINGLE FAMILY|96|Yes|No|No|10,294 SQFT|52200|74400|164800|196500|217000|270900
0063-J-00138-0000-00|926 MT. LEBANON|1770 HELEN DR||Mt Lebanon|92612|Taxable|11/3/2010|Regular|264000|Residential|14421|SINGLE FAMILY|68|No|No|No|10,967 SQFT|53300|76600|136700|174400|190000|251000
0063-J-00142-0000-00|926 MT. LEBANON|1783 THEODAN DR||Mt Lebanon|92612|Taxable|7/13/1972|Regular|47000|Residential||SINGLE FAMILY|0|Yes|No|No|9,850 SQFT|51500|72900|171800|203200|223300|276100
0063-J-00144-0000-00|926 MT. LEBANON|1779 THEODAN DR||Mt Lebanon|92612|Taxable|7/28/2010|Regular|97034|Residential|14337|SINGLE FAMILY|210|No|No|No|9,401 SQFT|50800|71400|116500|133300|167300|204700
0063-J-00146-0000-00|926 MT. LEBANON|1775 THEODAN DR||Mt Lebanon|92612|Taxable|4/29/2003|Regular|0|Residential|11632|SINGLE FAMILY|116|Yes|No|No|9,044 SQFT|50300|70200|120700|121400|171000|191600
0063-J-00148-0000-00|926 MT. LEBANON|1771 THEODAN DR||Mt Lebanon|92612|Taxable|9/29/2004|Regular|209900|Residential|12207|SINGLE FAMILY|380|Yes|Yes|No|8,865 SQFT|50000|69600|130000|126500|180000|196100
0063-J-00150-0000-00|926 MT. LEBANON|1767 THEODAN DR||Mt Lebanon|92612|Taxable|10/3/2006|Regular|208500|Residential|13014|SINGLE FAMILY|46|Yes|No|No|8,848 SQFT|42500|69500|124100|125000|166600|194500
0063-J-00152-0000-00|926 MT. LEBANON|1763 THEODAN DR||Mt Lebanon|92612|Taxable|11/5/2003|Regular|165000|Residential|11845|SINGLE FAMILY|6|No|No|No|8,174 SQFT|41600|67300|107700|108100|149300|175400
0063-J-00156-0000-00|926 MT. LEBANON|1759 THEODAN DR||Mt Lebanon|92612|Taxable|9/5/2006|Regular|1|Residential|12981|SINGLE FAMILY|28|No|No|No|9,000 SQFT|42700|70100|123900|130600|166600|200700
0063-J-00158-0000-00|926 MT. LEBANON|1755 THEODAN DR||Mt Lebanon|92612|Taxable|8/10/1999|Regular|145000|Residential|10551|SINGLE FAMILY|133|Yes|No|No|8,560 SQFT|42100|68600|115400|159800|157500|228400
0063-J-00162-0000-00|926 MT. LEBANON|1751 THEODAN DR||Mt Lebanon|92612|Taxable|9/27/1994|Regular|155000|Residential|9311|SINGLE FAMILY|562|No|No|No|7,662 SQFT|38600|65600|105300|128200|143900|193800
0063-J-00164-0000-00|926 MT. LEBANON|1747 THEODAN DR||Mt Lebanon|92612|Taxable|11/7/1986|Regular|81000|Residential|7426|SINGLE FAMILY|263|Yes|No|No|8,250 SQFT|37800|67600|127400|114500|165200|182100
0063-J-00166-0000-00|926 MT. LEBANON|1743 THEODAN DR||Mt Lebanon|92612|Taxable|4/18/1995|Regular|138560|Residential|9438|SINGLE FAMILY|510|Yes|No|No|8,621 SQFT|38900|68800|132000|146900|170900|215700
0063-J-00170-0000-00|926 MT. LEBANON|1739 THEODAN DR||Mt Lebanon|92612|Taxable|12/9/2003|Regular|176000|Residential|11883|SINGLE FAMILY|417|Yes|No|No|10,097 SQFT|44100|73700|117900|145400|162000|219100
0063-J-00172-0000-00|926 MT. LEBANON|1735 THEODAN DR||Mt Lebanon|92612|Taxable|7/3/2001|Regular|115000|Residential|11088|SINGLE FAMILY|254|Yes|No|No|8,591 SQFT|42200|68700|94500|92900|136700|161600
0063-J-00174-0000-00|926 MT. LEBANON|1731 THEODAN DR||Mt Lebanon|92612|Taxable|7/5/2002|Regular|122000|Residential|11393|SINGLE FAMILY|472|Yes|No|No|8,153 SQFT|41600|67200|91400|83000|133000|150200
0063-J-00176-0000-00|926 MT. LEBANON|1727 THEODAN DR||Mt Lebanon|92612|Taxable|5/18/2011|Regular|129750|Residential|14580|SINGLE FAMILY|124|No|No|No|8,018 SQFT|25000|66800|85000|84600|110000|151400
0063-J-00178-0000-00|926 MT. LEBANON|1719 THEODAN DR||Mt Lebanon|92612|Taxable|7/30/2009|Regular|1|Residential|13997|SINGLE FAMILY|286|Yes|No|No|5,747 SQFT|40100|59200|99900|166800|140000|226000
0063-J-00182-0000-00|926 MT. LEBANON|1744 HELEN DR||Mt Lebanon|92612|Taxable|7/26/1994|Regular|110000|Residential|9268|SINGLE FAMILY|636|Yes|No|No|8,800 SQFT|31900|69400|118100|169400|150000|238800
0063-J-00184-0000-00|926 MT. LEBANON|1718 HOLLY LN||Mt Lebanon|92612|Taxable|5/8/1969|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,936 SQFT|50100|69800|131700|164500|181800|234300
0063-J-00188-0000-00|926 MT. LEBANON|1722 HOLLY LN||Mt Lebanon|92612|Taxable|11/25/1980|Regular|95000|Residential|6322|SINGLE FAMILY|876|Yes|No|No|8,763 SQFT|49900|69300|125900|124400|175800|193700
0063-J-00190-0000-00|926 MT. LEBANON|1728 HOLLY LN||Mt Lebanon|92612|Taxable|11/8/2007|Regular|1|Residential|13432|SINGLE FAMILY|236|Yes|No|No|9,020 SQFT|50300|70100|178800|129500|229100|199600
0063-J-00192-0000-00|926 MT. LEBANON|1734 HOLLY LN||Mt Lebanon|92612|Taxable|6/22/1988|Regular|175000|Residential|7809|SINGLE FAMILY|565|Yes|No|No|11,152 SQFT|53600|77200|159700|191200|213300|268400
0063-J-00198-0000-00|926 MT. LEBANON|1738 HOLLY LN||Mt Lebanon|92612|Taxable|5/21/2010|Regular|223000|Residential|14266|SINGLE FAMILY|236|Yes|No|No|15,208 SQFT|59800|80600|140500|126700|200300|207300
0063-J-00200-0000-00|926 MT. LEBANON|1737 HOLLY LN||Mt Lebanon|92612|Taxable|1/28/1986|Regular|108000|Residential|7237|SINGLE FAMILY|179|Yes|No|No|9,636 SQFT|43500|72200|133500|139500|177000|211700
0063-J-00204-0000-00|926 MT. LEBANON|1733 HOLLY LN||Mt Lebanon|92612|Taxable|7/19/1991|Regular|184500|Residential|8526|SINGLE FAMILY|140|Yes|No|No|8,363 SQFT|49200|67900|142000|186900|191200|254800
0063-J-00206-0000-00|926 MT. LEBANON|1727 HOLLY LN||Mt Lebanon|92612|Taxable|11/13/2000|Regular|185000|Residential|10911|SINGLE FAMILY|309|Yes|No|No|7,393 SQFT|48100|64700|126100|142000|174200|206700
0063-J-00208-0000-00|926 MT. LEBANON|1723 HOLLY LN||Mt Lebanon|92612|Taxable|8/31/2001|Regular|178000|Residential|11140|SINGLE FAMILY|84|Yes|No|No|7,604 SQFT|41000|65400|124300|140800|165300|206200
0063-J-00212-0000-00|926 MT. LEBANON|1719 HOLLY LN||Mt Lebanon|92612|Taxable|6/9/2005|Regular|157300|Residential|12475|SINGLE FAMILY|320|Yes|No|No|5,894 SQFT|47200|59700|118300|151300|165500|211000
0063-J-00214-0000-00|926 MT. LEBANON|1762 HELEN DR||Mt Lebanon|92612|Taxable|4/9/2007|Regular|194000|Residential|13197|SINGLE FAMILY|294|Yes|No|No|8,250 SQFT|49100|67600|135700|134500|184800|202100
0063-J-00216-0000-00|926 MT. LEBANON|1787 THEODAN DR||Mt Lebanon|92612|Taxable|2/12/1998|Regular|155000|Residential|10132|SINGLE FAMILY|453|Yes|No|No|8,154 SQFT|41300|67200|138400|177100|179700|244300
0063-J-00220-0000-00|926 MT. LEBANON|255 TWIN HILLS DR||Mt Lebanon|92612|Taxable|4/7/2006|Regular|325000|Residential|12805|SINGLE FAMILY|240|Yes|No|No|10,400 SQFT|52400|74700|211400|275200|263800|349900
0063-J-00222-0000-00|926 MT. LEBANON|1774 HELEN DR||Mt Lebanon|92612|Taxable|11/6/1995|Regular|1|Residential|9576|SINGLE FAMILY|509|Yes|No|No|9,843 SQFT|51500|72900|191700|217100|243200|290000
0063-N-00175-0000-00|||||||||||||||||||||||
0063-N-00179-0000-00|926 MT. LEBANON|1729 HELEN DR||Mt Lebanon|92612|Taxable|11/13/2002|Regular|130900|Residential|11503|TWO FAMILY|376|Yes|No|No|8,834 SQFT|50000|69500|121900|115800|171900|185300
0063-N-00180-0000-00|926 MT. LEBANON|1725 -1727 HELEN DR||Mt Lebanon|92612|Taxable|6/5/2009|Regular|167500|Residential|13946|TWO FAMILY|502|No|No|No|9,763 SQFT|51400|72600|92200|72300|143600|144900
0063-N-00192-0000-00|926 MT. LEBANON|1689 MCFARLAND RD||Mt Lebanon|926C5|Taxable|5/23/2007|Corporation|1|Commercial|13244|NEIGH SHOP CENTER|389|No|No|No|1.8494 Acres|203800|369800|688400|818300|892200|1188100
0063-N-00196-0000-00|926 MT. LEBANON|1685 MCFARLAND RD||Mt Lebanon|926C4|Taxable|1/8/1986|Regular|204000|Commercial|7228|SMALL DETACHED RET(UNDER 10000|383|No|No|No|18,415 SQFT|180700|113400|149900|160400|330600|273800
0063-N-00198-0000-00|926 MT. LEBANON|MCFARLAND RD||Mt Lebanon|926C4|Taxable|11/3/1982|Regular|0|Commercial|6556|VACANT COMMERCIAL LAND|598|No|No|No|9,501 SQFT|17100|21900|0|0|17100|21900
0063-N-00206-0000-00|926 MT. LEBANON|MCFARLAND RD||Mt Lebanon|926C4|Taxable|12/30/2005|Corporation|1|Commercial|12708|OFFICE/WAREHOUSE|131|No|No|No|37,441 SQFT|148200|178900|581800|573000|730000|751900
0063-N-00216-0000-00|926 MT. LEBANON|1655 MCFARLAND RD||Mt Lebanon|926C4|Taxable|1/18/1995|Regular|0|Commercial|9386|OFFICE - 1-2 STORIES|503|No|No|No|14,000 SQFT|94000|98300|368200|436500|462200|534800
0063-N-00220-0001-00|926 MT. LEBANON|187 MORRISON DR||Mt Lebanon|92688|Taxable|5/2/1985|Regular|32200|Residential|7072|CONDOMINIUM|361|Yes|No|No|915 SQFT|0|0|37900|33800|37900|33800
0063-N-00220-0002-00|926 MT. LEBANON|187 MORRISON DR||Mt Lebanon|92688|Taxable|9/8/1988|Regular|29000|Residential|7864|CONDOMINIUM|474|No|No|No|912 SQFT|0|0|37900|33800|37900|33800
0063-N-00220-0003-00|||||||||||||||||||||||
0063-N-00220-0011-00|926 MT. LEBANON|187 MORRISON DR||Mt Lebanon|92688|Taxable|6/29/2004|Regular|1|Residential|12100|CONDOMINIUM|250|Yes|Yes|No|928 SQFT|0|0|34500|33800|34500|33800
0063-N-00220-0012-00|926 MT. LEBANON|187 MORRISON DR||Mt Lebanon|92688|Taxable|10/15/2001|Regular|34000|Residential|11174|CONDOMINIUM|57|Yes|Yes|No|988 SQFT|0|0|38900|34300|38900|34300
0063-N-00220-0013-00|926 MT. LEBANON|187 MORRISON DR||Mt Lebanon|92688|Taxable|9/12/2008|Regular|25000|Residential|13732|CONDOMINIUM|208|No|No|No|978 SQFT|0|0|38500|34200|38500|34200
0063-N-00220-0014-00|926 MT. LEBANON|187 MORRISON DR||Mt Lebanon|92688|Taxable|11/6/1995|Regular|32000|Residential|9576|CONDOMINIUM|204|Yes|Yes|No|975 SQFT|0|0|38400|34200|38400|34200
0063-N-00220-0021-00|||||||||||||||||||||||
0063-N-00220-0022-00|926 MT. LEBANON|187 MORRISON DR||Mt Lebanon|92688|Taxable|3/5/1991|Regular|33000|Residential|8433|CONDOMINIUM|558|Yes|No|No|978 SQFT|0|0|39900|39500|39900|39500
