# Source: Pittsburgh Neighborhood and Community Information System at the University Center for Social and Urban Research
# http://www.ucsur.pitt.edu/thepub.php?pl=370
# http://surveyweb1.ucsur.pitt.edu/files/thepub/000089/Sales1011.zip
#
# Transformations:
# (1) removed non-Mt. Lebanon properties
# (2) removed columns that didn't contain quantitative or categorical info
#     (e.g., personally identifying information)
"MAPBLOLOT","PROPERTYZIP","SALEDATE","SALEPRICE","MUNICODE","X","Y","YEARBUILT","TOTALROOMS","BEDROOMS","FULLBATHS","HALFBATHS","STYLE_DESC","STORIES","FINISHEDLI"
"0192R00168000000",15234,"03-Feb-11",110000,926,1330706.06297454,384283.165083408,1935,5,2,1,0,"CAPE COD",1.5,1161
"0192R00182000000",15234,"01-Apr-11",185000,926,1330503.0628417,384122.142919064,1933,7,3,2,0,"OLD STYLE",2,2356
"0192R00212000000",15234,"30-Nov-11",125500,926,1331218.56292796,384182.919176877,1936,5,2,1,0,"OLD STYLE",2,1207
"0192R00257000000",15228,"28-Jan-11",82000,926,1330375.9378552,384830.593489274,1958,4,1,1,0,"ROW END",1,989
"0192S00274000000",15234,"02-Mar-11",113400,926,1331256.62534985,384326.38523601,1940,5,2,1,0,"COLONIAL",2,1196
"0193A00012000000",15243,"06-Jul-11",1,926,1323440.81298681,387745.284840852,1935,9,4,3,1,"OLD STYLE",2,3142
"0193A00036000000",15243,"18-Jul-11",222000,926,1323254.00042328,387332.093967959,1953,7,3,3,0,"RANCH",1,1859
"0193B00100000000",15243,"15-Dec-11",200000,926,1324903.50039367,387611.90859431,1954,6,3,1,2,"RANCH",1,1438
"0193B00189000000",15243,"13-Jul-11",358000,926,1325195.00037497,387245.398438007,1965,8,4,3,1,"RANCH",1,2407
"0193E00055000000",15243,"06-Jul-11",195000,926,1323389.43786155,386673.837332979,1955,8,4,2,1,"COLONIAL",2,2800
"0193E00071000000",15243,"12-Jul-11",247490,926,1323374.06289977,386377.737973511,1960,7,3,1,1,"RANCH",1,1698
"0193E00095000000",15243,"11-Jul-11",310000,926,1323566.75038326,386349.589654803,1953,8,4,2,1,"SPLIT LEVEL",1,1708
"0193E00128000000",15243,"18-Nov-11",1,926,1323855.68793553,386316.18556881,1956,8,4,2,1,"SPLIT LEVEL",1,1056
"0193E00160000000",15243,"11-Jul-11",145000,926,1324137.81286919,386212.335776836,1957,7,3,2,0,"SPLIT LEVEL",1,1528
"0193E00270000000",15243,"01-Jun-11",216900,926,1323707.25052175,386676.829241529,1955,7,3,2,1,"RANCH",1,1196
"0193F00116000000",15228,"19-Aug-11",260000,926,1325231.68786095,386540.891729638,1956,8,4,2,1,"SPLIT LEVEL",1,1120
"0193G00018000000",15228,"19-Jul-11",1,926,1325724.87539081,386706.572229832,1959,7,4,3,0,"SPLIT LEVEL",1,1706
"0193G00118000000",15228,"01-Jun-11",590000,926,1326473.81292073,386699.060264438,1935,10,5,3,1,"COLONIAL",2,2934
"0193G00124000000",15228,"01-Jun-11",590000,926,1326505.48648231,386612.624710724,NA,NA,NA,NA,NA,"",NA,NA
"0193G00192000000",15228,"22-Aug-11",554000,926,1326023.06289962,386430.55630143,1947,7,4,1,1,"OLD STYLE",2,2184
"0193G00318000000",15228,"29-Aug-11",400000,926,1326640.56290171,386036.498069972,1945,7,3,1,1,"COLONIAL",2,1980
"0193H00024000000",15228,"28-Apr-11",650000,926,1327495.81296752,386879.858368367,1930,10,5,3,1,"TUDOR",2.5,4264
"0193H00148000000",15228,"09-Dec-11",1,926,1327773.81289959,386540.614395782,1940,7,3,2,2,"OLD STYLE",1.5,1769
"0193H00160000000",15228,"15-Sep-11",282000,926,1327480.30874492,386465.358983949,1934,6,2,2,0,"OLD STYLE",1.5,1855
"0193H00166000000",15228,"21-Mar-11",204000,926,1327333.3128853,386443.569949731,1937,7,4,2,0,"OLD STYLE",1.5,1843
"0193H00176000000",15228,"09-Dec-11",10,926,1327081.25045571,386365.931988031,1929,7,3,1,1,"OLD STYLE",1.5,1851
"0193H00200000000",15228,"21-Jul-11",475000,926,1326876.68794423,386115.316445962,1934,7,4,2,0,"TUDOR",2,2576
"0193J00044000000",15243,"19-Apr-11",156000,926,1323348.8129137,385413.912773639,1953,8,3,2,0,"CAPE COD",1.5,1972
"0193J00062000000",15243,"01-Jul-11",311400,926,1323368.7504051,385980.598912105,1953,8,4,2,1,"SPLIT LEVEL",1,2679
"0193J00208000000",15243,"05-Apr-11",138000,926,1324056.68787074,385465.115680411,1956,8,4,2,1,"SPLIT LEVEL",1,1725
"0193J00247000000",15243,"24-Oct-11",0,926,1323532.81286596,385496.283253178,1950,8,4,2,1,"CONVENTIONAL",2,1872
"0193L00044000000",15228,"06-May-11",1,926,1326362.06289597,385936.733812824,1958,7,3,2,1,"RANCH",1,1933
"0193M00016000000",15228,"21-Sep-11",229000,926,1326817.81287783,385915.266912535,1939,6,3,2,0,"CAPE COD",1.5,1591
"0193N00093000000",15243,"11-Oct-11",170000,926,1323521.43791161,385178.168725729,1955,6,3,1,1,"CAPE COD",1.5,1493
"0193N00118000000",15243,"09-Sep-11",10,926,1323622.00042477,384646.902289107,1955,7,3,2,0,"CONVENTIONAL",1.5,2429
"0193P00129000000",15228,"31-Jan-11",150000,926,1325025.25043692,384937.974148378,1941,9,3,1,1,"OLD STYLE",2,1832
"0193P00284000000",15228,"12-Apr-11",320000,926,1324873.31289545,385170.005510658,1957,5,3,2,1,"RANCH",1,2090
"0193R00004000000",15228,"10-May-11",149300,926,1325585.06286572,385014.583744556,1941,6,2,1,0,"OLD STYLE",2,1334
"0193R00214000000",15228,"20-Apr-11",302500,926,1326528.06708163,384614.990472555,1952,8,3,2,1,"CAPE COD",1.5,2353
"0193R00259000000",15228,"08-Jun-11",362500,926,1326363.43783185,384471.060218602,1930,7,3,1,1,"OLD STYLE",2,3526
"0193S00018000000",15228,"03-May-11",1,926,1327048.09354594,384817.633174434,1960,7,3,1,1,"RANCH",1,1384
"0193S00081000000",15228,"08-Feb-11",1,926,1326915.68787089,384310.302782059,1925,7,2,2,1,"OLD STYLE",2,1498
"0193S00098000000",15228,"10-Jun-11",265000,926,1327259.5004822,384358.892447621,1929,7,3,1,0,"OLD STYLE",2,1840
"0194A00188000000",15243,"01-Mar-11",268000,926,1319341.25049949,387566.95588091,1955,7,3,2,0,"SPLIT LEVEL",1,2608
"0194B00076000000",15243,"10-Jan-11",140000,926,1320835.0003638,387837.019701362,1958,6,3,1,1,"RANCH",1,1230
"0194B00182000000",15243,"21-Sep-11",10,926,1319870.87533306,387472.098105565,1963,9,4,2,1,"CONVENTIONAL",2,2280
"0194B00184000000",15243,"18-May-11",239400,926,1319850.87549002,387548.635944024,1964,9,4,3,1,"CONVENTIONAL",2,2430
"0194B00246000000",15243,"07-Jun-11",230000,926,1319870.37545335,387899.783938572,1961,7,3,2,1,"SPLIT LEVEL",1,1758
"0194B00272000000",15243,"31-May-11",272500,926,1320583.25027417,387972.738061309,1969,8,4,2,1,"CONVENTIONAL",2,1940
"0194C00030000000",15243,"28-Oct-11",217600,926,1320957.9379971,387313.466636553,1955,6,3,2,0,"CAPE COD",1.5,1926
"0194C00082000000",15243,"26-Sep-11",129500,926,1321227.74620494,387291.335104734,1952,6,3,1,1,"RANCH",1,1266
"0194C00096000000",15243,"25-Aug-11",152000,926,1321533.06284207,387110.673049584,1955,6,3,1,0,"RANCH",1,1153
"0194C00163000000",15243,"07-Apr-11",1,926,1322013.81291862,387377.1032148,1954,6,3,1,1,"RANCH",1,1113
"0194C00179000000",15243,"22-Sep-11",1,926,1321668.06294617,387577.820676759,1953,6,3,1,1,"COLONIAL",2,1260
"0194D00074000000",15243,"03-Jun-11",125000,926,1322312.18777321,387133.643758714,1962,7,3,2,1,"SPLIT LEVEL",1,2019
"0194D00096000000",15243,"19-Jul-11",1,926,1322555.37542278,387381.844169021,1958,6,4,2,0,"RANCH",1,1775
"0194D00163000000",15243,"26-May-11",202000,926,1322850.81276889,387280.113653705,1936,6,3,1,1,"OLD STYLE",2,1473
"0194E00215000000",15243,"16-Sep-11",233300,926,1319486.81285343,387155.843557328,1976,8,4,2,1,"COLONIAL",2,1607
"0194F00054000000",15243,"04-Aug-11",116500,926,1319826.87117898,386603.166365981,1952,6,3,2,0,"RANCH",1,1036
"0194F00056000000",15243,"22-Sep-11",160000,926,1319774.06283896,386589.612013653,1949,6,3,1,1,"CAPE COD",1.5,1389
"0194F00080000000",15243,"01-Sep-11",185000,926,1320027.62548949,386407.632719681,1949,6,3,1,1,"OLD STYLE",2,1502
"0194F00112000000",15243,"21-Oct-11",153500,926,1320506.18792565,386267.15682362,1940,6,3,2,1,"CAPE COD",1.5,1505
"0194F00170000000",15243,"16-Jun-11",219000,926,1320619.43788046,386554.408069789,1947,7,4,2,0,"RANCH",1,2025
"0194F00224000000",15243,"17-Nov-11",1,926,1320695.00049287,386666.387719199,1960,7,3,1,1,"COLONIAL",2,1604
"0194G00086000000",15243,"29-Aug-11",200000,926,1321383.37538961,387060.475429505,1958,7,3,1,1,"RANCH",1,1247
"0194G00102000000",15243,"23-May-11",341500,926,1321706.68779333,386663.001143247,1965,8,4,2,1,"RANCH",1,1452
"0194G00104000000",15243,"28-Oct-11",1,926,1321604.37536176,386702.586670965,1963,9,4,2,1,"CONVENTIONAL",2,2457
"0194G00251000000",15243,"28-Oct-11",140000,926,1321840.9379324,386920.933256403,1954,6,3,2,0,"RANCH",1,1400
"0194G00253000000",15243,"31-May-11",133000,926,1321788.62966602,386952.972782299,1954,5,3,2,0,"RANCH",1,1120
"0194G00280000000",15243,"08-Mar-11",33250,926,1321932.18794349,386840.376210526,NA,NA,NA,NA,NA,"",NA,NA
"0194H00020000000",15243,"01-Sep-11",156800,926,1322054.50041202,386604.437447116,1956,7,3,1,1,"RANCH",1,1258
"0194H00056000000",15243,"01-Feb-11",157000,926,1322248.62537694,386689.522501349,1960,6,3,2,0,"SPLIT LEVEL",1,1958
"0194H00098000000",15243,"21-Jul-11",283000,926,1322370.25052299,386722.980114713,1955,7,2,2,1,"SPLIT LEVEL",1,2479
"0194H00145000000",15243,"22-Sep-11",190000,926,1322525.7504468,386351.850216553,1955,5,3,1,1,"RANCH",1,1508
"0194H00193000000",15243,"30-Nov-11",227000,926,1322683.1879257,386863.649659604,1950,7,3,2,0,"RANCH",1,1898
"0194H00202000000",15243,"27-May-11",1,926,1322735.37546459,387048.867068663,1953,5,2,1,1,"RANCH",1,1470
"0194H00306000000",15243,"01-Jul-11",200000,926,1323226.62543936,386582.364679039,1955,9,3,3,1,"CONVENTIONAL",2,2860
"0194K00134000000",15243,"03-Jan-11",213500,926,1319981.30870084,386071.627443999,1940,7,3,1,1,"CAPE COD",1.5,1835
"0194K00206000000",15243,"03-Feb-11",1,926,1320764.62544583,385928.928513557,1949,6,3,1,0,"OLD STYLE",2,1426
"0194K00248000000",15243,"19-Dec-11",166000,926,1320549.06286551,385622.912238777,1950,6,3,1,1,"COLONIAL",2,1246
"0194K00266000000",15243,"12-Jul-11",224000,926,1320461.75041319,385408.458315074,1961,9,4,2,1,"CONVENTIONAL",2,1998
"0194L00022000000",15243,"14-Nov-11",155000,926,1320917.93792315,385365.398162752,1947,6,3,1,0,"OLD STYLE",2,1100
"0194L00024000000",15243,"12-Dec-11",144000,926,1320953.50453436,385318.103723794,1948,6,3,1,1,"OLD STYLE",2,1100
"0194L00084000000",15243,"09-Mar-11",0,926,1321698.37543857,385430.616513595,1951,5,3,1,0,"RANCH",1,925
"0194L00172000000",15243,"02-Nov-11",1,926,1321716.94323045,386079.802683368,2006,8,4,3,1,"CONTEMPORARY",1,3169
"0194L00184000000",15243,"18-Nov-11",1,926,1321924.70245087,385959.264666587,NA,NA,NA,NA,NA,"",NA,NA
"0194L00190000000",15243,"26-Sep-11",88350,926,1321884.89282578,386175.894109473,NA,NA,NA,NA,NA,"",NA,NA
"0194M00022000000",15243,"24-Mar-11",1,926,1322035.06289729,385819.526614353,1960,9,4,2,1,"CONVENTIONAL",2,1890
"0194M00078000000",15243,"28-Jun-11",148000,926,1322324.44205041,385568.343992457,1952,7,3,1,1,"RANCH",1,1580
"0194M00156000000",15243,"13-Jun-11",230000,926,1322647.81292696,386005.204048499,1941,7,3,1,0,"COLONIAL",2,1450
"0194M00158000000",15243,"23-Feb-11",225000,926,1322650.06282203,386060.085313588,1949,8,3,2,0,"CAPE COD",1,1850
"0194R00033000000",15243,"20-Dec-11",60000,926,1320868.31281324,384877.127296507,1954,5,2,1,0,"RANCH",1,1064
"0194R00049000000",15243,"30-Sep-11",108500,926,1321158.50040422,384786.003152326,1954,5,2,1,0,"RANCH",1,1064
"0194S00132000000",15243,"16-Nov-11",145500,926,1322481.00040042,385178.172216639,1955,6,3,1,0,"CONTEMPORARY",1,1134
"0194S00170000000",15243,"09-Sep-11",216150,926,1322807.31295514,384622.008376434,1954,7,3,2,1,"RANCH",1,2123
"0194S00226000000",15243,"08-Sep-11",195000,926,1323155.06293131,384709.871520668,1955,8,4,2,1,"COLONIAL",2,2040
"0318A00050000000",15234,"08-Aug-11",205000,926,1328188.3753144,380278.584977731,1970,8,4,2,1,"CONVENTIONAL",2,1870
"0318A00064000000",15234,"29-Mar-11",1,926,1328624.00036211,380397.032905772,1968,8,4,2,1,"CONVENTIONAL",2,1956
"0318A00111000000",15234,"05-May-11",215000,926,1328676.43788934,380134.818699837,1962,7,3,2,0,"RANCH",1,1476
"0318A00132000000",15234,"09-Mar-11",10,926,1328718.06705721,380024.020240471,1962,6,3,2,1,"BI-LEVEL",1,1926
"0318A00176000000",15234,"03-Nov-11",156500,926,1328000.31290618,380247.268265292,1962,6,3,1,2,"RANCH",1,1705
"0318A00182000000",15234,"24-Aug-11",157000,926,1328004.12537383,380105.469603151,1962,6,3,2,1,"SPLIT LEVEL",1,1777
"0318A00227000000",15234,"12-Dec-11",285000,926,1328710.75048612,379832.925972074,1960,8,4,2,2,"CONVENTIONAL",1.5,2467
"0318B00008000000",15234,"29-Mar-11",1,926,1328949.81294014,379887.501588121,1960,8,4,2,1,"SPLIT LEVEL",1,1908
"0318B00050000000",15234,"07-Jul-11",171000,926,1329260.12536833,379751.711179525,1958,7,3,1,2,"SPLIT LEVEL",1,1564
"0318B00604000000",15234,"06-Jan-11",263000,926,1329981.00456756,380435.237679407,1994,5,2,2,0,"CONDO",2,2160
"0318C00080022700",15234,"07-Oct-11",280000,926,1330575.937934,380186.180928111,1980,7,4,3,0,"CONDO",2,2456
"0318C00080023200",15234,"26-May-11",220000,926,1330829.8129245,379978.101319224,1979,6,3,3,1,"CONDO",2,2028
"0318C00080031400",15234,"26-May-11",232000,926,1329853.00025821,380239.154698759,1987,5,2,2,1,"CONDO",2,1700
"0318C00080130300",15234,"28-Sep-11",174500,926,1329954.43782756,379915.149348319,1983,6,3,2,0,"CONDO",2,1860
"0318C00080141600",15234,"13-Apr-11",230000,926,1329641.06279977,380185.367059961,1986,7,3,2,1,"CONDO",2,1860
"0318C00080201300",15234,"06-Jun-11",155000,926,1330227.12536192,380283.052282944,1981,5,2,2,0,"CONDO",1,1500
"0318C00080201700",15234,"26-Jul-11",163000,926,1330297.18377021,380320.322170019,1981,5,2,1,1,"CONDO",1,1500
"0318C00080201800",15234,"08-Jun-11",164500,926,1330310.68798913,380327.503856033,1981,5,2,2,0,"CONDO",1,1500
"0318C00080254400",15234,"17-Jun-11",1,926,1329593.31289333,380600.727051988,1987,7,3,2,1,"CONDO",2,2018
"0318F00214000000",15234,"20-May-11",244000,926,1329248.56287421,379599.41727376,1960,7,4,2,1,"COLONIAL",2,2080
"0063E00356000000",15216,"03-Jan-11",129750,926,1328297.8754441,397202.252722517,1946,8,4,2,0,"OLD STYLE",2,1968
"0063J00122000000",15216,"09-Dec-11",0,926,1329189.93129916,396539.138381571,1955,6,3,1,1,"SPLIT LEVEL",1,1508
"0063J00176000000",15216,"18-May-11",129750,926,1328775.31283575,395989.999814928,1952,4,2,2,0,"RANCH",1,1176
"0063N00230000000",15216,"19-Apr-11",172000,926,1328702.00448206,395022.678948015,1935,6,2,1,1,"ROW END",2,1400
"0063N00232000000",15216,"19-Apr-11",172000,926,1328694.19210398,395046.741828844,1929,6,2,1,1,"ROW END",2,1400
"0063N00270000000",15216,"08-Jul-11",321000,926,1328300.69212809,395672.459349155,1963,9,5,2,1,"CONVENTIONAL",2,1944
"0063N00346000000",15216,"06-Oct-11",329600,926,1328133.75043769,395157.681088462,1931,9,4,2,1,"OLD STYLE",2,2186
"0064H00172000000",15216,"03-Jan-11",0,926,1327600.56293085,397009.718742371,1981,8,4,3,1,"CONVENTIONAL",2,3287
"0064H00188000000",15216,"27-May-11",190000,926,1327049.56293046,397271.946911931,1979,6,4,1,2,"CONVENTIONAL",2,2145
"0064L00028000000",15216,"22-Aug-11",265000,926,1326823.9420528,396215.733468577,1969,8,4,2,0,"SPLIT LEVEL",1,2265
"0064M00132000000",15216,"09-Jun-11",1,926,1328114.43791714,395857.642236933,1962,6,3,3,0,"RANCH",1,1624
"0064R00018000000",15216,"09-Nov-11",172900,926,1326693.00033195,394996.245056733,1955,8,3,1,2,"RANCH",1,1522
"0064R00080000000",15216,"28-Oct-11",225000,926,1326737.75037831,395260.508914933,1953,7,4,2,1,"CAPE COD",1.5,2456
"0064S00028000000",15216,"22-Dec-11",309000,926,1327195.12538138,395627.499266043,1952,7,3,2,1,"COLONIAL",2,2904
"0064S00081000000",15216,"22-Aug-11",325000,926,1327004.50035021,395269.135839954,1939,6,2,2,1,"OLD STYLE",2,1764
"0064S00128000000",15216,"12-Jul-11",296000,926,1328052.50034809,394998.254757404,1930,6,3,1,1,"OLD STYLE",2,2064
"0064S00132000000",15216,"14-Apr-11",300000,926,1327956.75035292,394960.718591049,1925,7,3,2,0,"OLD STYLE",2,1878
"0064S00166000000",15216,"28-Sep-11",308000,926,1327957.75040326,395105.578398213,1939,6,3,1,1,"OLD STYLE",2,1920
"0064S00204000000",15216,"10-Jan-11",318000,926,1327634.87533365,395377.319603592,1940,6,3,2,0,"TUDOR",2,2032
"0064S00210000000",15216,"31-Jan-11",455000,926,1327830.00044589,395395.977189571,1936,8,4,3,1,"COLONIAL",2,2991
"0140A00010000000",15216,"29-Nov-11",10,926,1332729.75040026,391019.972688228,1959,6,3,1,1,"COLONIAL",2,1700
"0140A00024000000",15216,"06-Jun-11",175000,926,1332652.50041504,390636.472245961,1959,7,4,2,0,"CAPE COD",1.5,1602
"0140A00157000000",15228,"04-Mar-11",0,926,1332927.0003164,390400.940949976,1964,7,3,2,1,"SPLIT LEVEL",1,2178
"0140A00181000000",15228,"10-Aug-11",120000,926,1333493.87544915,390794.574550331,1960,8,4,2,1,"COLONIAL",2,1715
"0140A00228000000",15228,"08-Nov-11",206000,926,1333362.00039326,390437.066689461,1959,8,3,2,0,"SPLIT LEVEL",1,2164
"0140C00076000000",15226,"26-Aug-11",29900,926,1335570.87536129,390786.802317783,1953,5,2,1,0,"RANCH",1,1000
"0140E00075000000",15216,"11-Aug-11",244500,926,1332794.68782941,390230.322937593,1957,6,4,1,1,"SPLIT LEVEL",1,1862
"0140E00088000000",15216,"06-May-11",166200,926,1332685.43788198,390029.708845541,1956,6,3,3,0,"CONVENTIONAL",1,2052
"0140E00168000000",15228,"08-Feb-11",1,926,1333181.50027776,389507.079612762,1941,6,3,1,1,"COLONIAL",2,1718
"0140E00180000000",15228,"27-Oct-11",253000,926,1333339.50037591,389570.632118121,1941,7,3,2,1,"COLONIAL",2,2120
"0140E00188000000",15228,"16-Dec-11",180000,926,1333191.74621186,389733.7838379,1946,7,3,1,0,"COLONIAL",2,1354
"0140E00240000000",15228,"18-Feb-11",177000,926,1333529.12545371,389526.914994895,1940,6,3,1,1,"COLONIAL",2,1334
"0140E00250000000",15228,"08-Jul-11",175000,926,1333728.62536189,389559.192775771,1935,6,3,2,0,"COLONIAL",2,1453
"0140E00300000000",15228,"05-Aug-11",190500,926,1333672.06293006,389862.026208311,1948,7,4,2,1,"COLONIAL",2,1668
"0140F00040000000",15228,"20-Sep-11",1,926,1334451.93792321,389790.300402984,1950,7,3,2,0,"RANCH",1,1521
"0140F00124000000",15228,"07-Apr-11",178900,926,1333997.93785973,389673.196671352,1942,6,3,1,0,"COLONIAL",2,1425
"0140F00126000000",15228,"05-Dec-11",1,926,1333965.81280638,389623.908628747,1945,6,3,1,1,"COLONIAL",2,1548
"0140F00128000000",15228,"21-Mar-11",250000,926,1333945.44215056,389566.816741392,1945,8,4,2,1,"COLONIAL",2,2077
"0140F00144000000",15228,"03-Jun-11",0,926,1333847.37535109,389713.078248128,1947,6,3,1,1,"COLONIAL",2,1458
"0140F00178000000",15228,"25-Mar-11",1,926,1333898.19202685,390143.775771558,1958,7,3,1,1,"SPLIT LEVEL",1,1292
"0140F00216000000",15228,"10-Mar-11",179900,926,1334179.87535968,389738.376428217,1935,7,3,1,1,"COLONIAL",2,1581
"0140F00221000000",15228,"21-Nov-11",215000,926,1334267.00036921,389871.91277203,1960,8,4,2,1,"COLONIAL",2,1836
"0140J00014000000",15228,"28-Jun-11",139000,926,1332805.18792152,388677.624891624,1934,7,3,1,1,"COLONIAL",2,1720
"0140J00021000000",15228,"16-Aug-11",137000,926,1332708.56287019,388801.037774295,1946,7,3,2,0,"COLONIAL",2,1476
"0140J00032000000",15228,"22-Sep-11",161500,926,1332692.56293759,389066.741926059,1941,6,3,1,1,"COLONIAL",2,1350
"0140J00120000000",15228,"31-May-11",189000,926,1332989.31286795,389256.393282712,1949,6,3,1,1,"COLONIAL",2,1486
"0140J00226000000",15228,"03-Jan-11",216250,926,1333245.99620306,388558.337592304,1939,6,3,1,1,"CAPE COD",1.5,1322
"0140J00240000000",15228,"21-Oct-11",1,926,1333431.43790342,388908.268227071,1940,7,3,1,1,"COLONIAL",2,1870
"0140J00244000000",15228,"13-May-11",205000,926,1333504.87532404,388974.743598416,1940,6,3,1,1,"CAPE COD",1.5,1153
"0140J00292000000",15228,"28-Sep-11",148200,926,1333105.87541069,388571.658247247,1948,6,3,1,1,"COLONIAL",2,1512
"0140K00094000000",15228,"23-Dec-11",95000,926,1334529.44206646,388749.366406038,1953,5,2,2,0,"RANCH",1,1010
"0140K00096000000",15228,"30-Dec-11",1,926,1334565.06298082,388713.843334317,1953,7,3,1,0,"RANCH",1,1417
"0140K00138000000",15228,"26-May-11",145900,926,1334318.50039168,389016.294608578,1952,7,3,1,1,"CONVENTIONAL",2,1507
"0140K00146000000",15228,"13-May-11",209900,926,1334056.12540969,389018.494661123,1940,8,3,1,1,"COLONIAL",2,1648
"0140K00172000000",15228,"21-Apr-11",263400,926,1334096.93780029,389288.586602807,1949,7,3,2,1,"COLONIAL",2,1756
"0140K00178000000",15228,"30-Nov-11",199900,926,1334162.56293979,389131.372154638,1941,6,3,1,1,"COLONIAL",2,1330
"0140K00182000000",15228,"15-Nov-11",1,926,1334288.62125768,389141.780998111,1945,6,3,1,0,"COLONIAL",2,1308
"0140K00184000000",15228,"17-Jun-11",172000,926,1334346.62534066,389138.556167915,1940,6,3,1,1,"COLONIAL",2,1292
"0140K00186000000",15228,"22-Aug-11",165000,926,1334396.37534776,389138.035827562,1940,6,3,1,1,"COLONIAL",2,1308
"0140K00241000000",15228,"05-Dec-11",237500,926,1334577.06300297,389300.689025179,1945,10,6,3,1,"COLONIAL",2,2238
"0140L00038000000",15228,"12-Apr-11",195000,926,1335180.62523386,389382.853055865,1947,7,3,1,1,"COLONIAL",2,1504
"0140N00009000000",15228,"28-Jan-11",89900,926,1332630.56291994,388346.037951395,1939,5,2,1,0,"OLD STYLE",2,1012
"0140N00039000000",15228,"18-Mar-11",127000,926,1332700.25041845,388213.598821715,1948,6,3,1,1,"COLONIAL",2,1518
"0140N00221000000",15228,"29-Mar-11",0,926,1333430.6254898,388421.539860636,1940,6,3,1,0,"OLD STYLE",2,1484
"0140N00261000000",15228,"11-Jan-11",1,926,1333028.81286825,388429.594469488,1939,6,3,1,1,"OLD STYLE",2,1360
"0140P00014000000",15228,"01-Jun-11",220000,926,1333762.25044222,387848.730074525,1939,6,2,2,0,"CAPE COD",1.5,1790
"0140P00116000000",15228,"27-Jun-11",214000,926,1334660.24628402,387834.527090684,1960,7,3,2,1,"SPLIT LEVEL",1,1305
"0140P00134000000",15228,"05-May-11",160000,926,1334788.93791586,388368.389410883,1954,7,3,1,1,"CAPE COD",1.5,1465
"0140P00172000000",15228,"02-Aug-11",1,926,1334415.06289747,388400.628403798,1963,7,4,2,1,"COLONIAL",2,2015
"0140R00263000000",15228,"14-Jul-11",1,926,1335355.82090315,388340.058400929,NA,NA,NA,NA,NA,"",NA,NA
"0141A00012000000",15228,"04-May-11",123000,926,1329134.81284575,391062.599967003,1950,4,2,1,0,"CONVENTIONAL",2,888
"0141A00241000000",15228,"26-Aug-11",97000,926,1328725.25456139,390975.849164218,1940,6,3,1,0,"OLD STYLE",2,1318
"0141A00325000000",15228,"13-May-11",1,926,1328069.18789409,391007.587016821,1938,6,3,1,1,"COLONIAL",2,1392
"0141A00340000000",15228,"16-Jun-11",204900,926,1328130.0629642,391214.18638055,1935,6,3,1,1,"COLONIAL",2,1679
"0141B00004000000",15228,"05-Jan-11",83555,926,1329236.6878462,391230.959454,1906,7,3,1,0,"OLD STYLE",2,2275
"0141B00025000000",15228,"02-May-11",120000,926,1329395.25036961,391004.486598969,1941,4,2,1,0,"OLD STYLE",2,1009
"0141B00029000000",15228,"01-Feb-11",103500,926,1329388.50049047,391084.089752182,1928,6,3,1,0,"OLD STYLE",2,1410
"0141B00069020400",15228,"06-May-11",107000,926,1329503.16271454,390916.517369688,1967,5,2,2,0,"CONDO",1,918
"0141B00069030200",15228,"07-Jul-11",67000,926,1329475.41924509,390921.312724024,1967,3,1,1,0,"CONDO",1,673
"0141B00069060300",15228,"27-Oct-11",123000,926,1329499.51044114,390896.057501584,1967,5,2,2,0,"CONDO",1,918
"0141B00069070200",15228,"01-Dec-11",1,926,1329498.30229343,390889.275913298,1967,4,1,1,0,"CONDO",1,673
"0141C00230000000",15228,"07-Nov-11",61000,926,1331446.93823498,390779.879347414,1929,6,2,1,0,"OLD STYLE",2,1360
"0141D00318000000",15228,"06-Sep-11",219500,926,1331533.62532857,390714.321117133,1935,7,3,3,0,"OLD STYLE",2,1892
"0141E00002000000",15228,"14-Oct-11",10,926,1328041.43792765,390277.326563895,1910,8,4,1,1,"OLD STYLE",2,2200
"0141E00039000000",15228,"08-Aug-11",1,926,1328946.99208646,390293.035586849,1920,10,4,2,0,"MULTI-FAMILY",2,2460
"0141E00130000300",15228,"28-Nov-11",217000,926,1328895.93793146,390099.250889257,1999,5,2,1,0,"CONDO",2,1362
"0141E00156012200",15228,"23-Feb-11",60500,926,1328568.31298645,389708.419330403,1955,4,2,1,0,"CONDO",1,864
"0141E00156022500",15228,"07-Jul-11",80000,926,1328595.81277062,389763.815311596,1955,4,2,1,1,"CONDO",1,583
"0141E00156024500",15228,"02-Aug-11",48500,926,1328651.62533438,389783.056268379,1955,4,2,1,1,"CONDO",1,583
"0141E00156201200",15228,"28-Oct-11",64000,926,1328647.18799284,389809.27091077,1955,4,2,1,0,"CONDO",1,0
"0141E00187000000",15228,"08-Aug-11",1,926,1328075.37544492,389678.736366466,1920,8,4,2,0,"MULTI-FAMILY",2,1858
"0141E00244000000",15228,"03-Nov-11",127000,926,1328259.43784578,390003.023608327,1915,8,5,1,0,"OLD STYLE",2,1997
"0141F00220000000",15228,"28-Dec-11",1,926,1329839.81293687,390213.864434451,1925,6,3,1,0,"OLD STYLE",2,1560
"0141F00221000000",15228,"29-Jun-11",81400,926,1329841.06287856,390250.384453475,1925,6,3,1,0,"RANCH",1,1180
