# Source: Pittsburgh Neighborhood and Community Information System at the University Center for Social and Urban Research
# http://www.ucsur.pitt.edu/thepub.php?pl=370
# http://surveyweb1.ucsur.pitt.edu/files/thepub/000089/Sales1011.zip
#
# Transformations:
# (1) removed non-Mt. Lebanon properties
# (2) removed columns that didn't contain quantitative or categorical info
#     (e.g., personally identifying information)
"MAPBLOLOT","PROPERTYZIP","SALEDATE","SALEPRICE","MUNICODE","X","Y","YEARBUILT","TOTALROOMS","BEDROOMS","FULLBATHS","HALFBATHS","STYLE_DESC","STORIES","FINISHEDLI"
"0252K00100009100",15228,"15-Sep-11",53000,926,1325346.25040002,382040.641083449,1979,4,1,1,0,"CONDO",1,979
"0252K00100012300",15228,"21-Oct-11",74200,926,1325242.31702,382051.381854802,1979,5,2,2,0,"CONDO",1,979
"0252L00008000000",15228,"30-Sep-11",338000,926,1326333.6254131,382432.605929226,1928,6,3,1,0,"OLD STYLE",2,1826
"0252L00124000000",15228,"31-Mar-11",235000,926,1326353.68789865,381958.628325775,1935,6,3,1,1,"OLD STYLE",2,1432
"0252M00090000000",15228,"27-Oct-11",167000,926,1326891.44200788,382040.457325518,1956,6,3,1,1,"CONVENTIONAL",2,1287
"0252R00095000000",15228,"09-Feb-11",1,926,1325850.37535615,381491.723608151,1947,6,3,1,0,"OLD STYLE",2,1268
"0253C00245000000",15243,"30-Aug-11",1,926,1321647.75037529,384251.594309896,1991,8,4,2,1,"CONVENTIONAL",2,2192
"0253C00252000000",15243,"13-Sep-11",156000,926,1321639.88766983,384363.52789861,1960,7,3,1,1,"CONVENTIONAL",2,1512
"0253C00278000000",15243,"18-May-11",188000,926,1321255.18790415,384341.570039853,1961,6,3,2,0,"SPLIT LEVEL",1,1584
"0253D00010000000",15243,"06-Oct-11",1,926,1323104.12950382,384291.106625348,1949,8,4,2,1,"OLD STYLE",2,1977
"0253D00040000000",15243,"20-May-11",232900,926,1322910.6879826,383738.431082487,1958,8,3,2,1,"SPLIT LEVEL",1,2586
"0253D00077000000",15243,"02-Jun-11",185000,926,1322790.37542081,384204.668356463,1955,8,4,2,1,"COLONIAL",2,1911
"0253D00147000000",15243,"21-Dec-11",1,926,1322495.50040299,384240.77993837,1954,7,4,2,3,"RANCH",1,1801
"0193N00118000000",15243,"31-Jan-11",10,926,1323622.00042477,384646.902289107,1955,7,3,2,0,"CONVENTIONAL",1.5,2429
"0063E00336000000",15216,"23-Jun-10",157000,926,1328229.22820002,396922.317735632,1946,6,3,1,0,"OLD STYLE",2,1232
"0063J00016000000",15216,"03-Mar-10",310000,926,1328342.8371348,396252.856088461,1959,8,4,3,0,"SPLIT LEVEL",1,2748
"0063J00122000000",15216,"10-Jun-10",225000,926,1329202.64001896,396545.744302541,1955,6,3,1,1,"SPLIT LEVEL",1,1508
"0063J00138000000",15216,"03-Nov-10",264000,926,1328400.4266229,396456.156081116,1957,7,4,3,0,"RANCH",1,1808
"0063J00144000000",15216,"28-Jul-10",97034,926,1328658.84010237,396358.532662487,1960,8,4,2,1,"RANCH",1,1612
"0063J00198000000",15216,"21-May-10",223000,926,1328911.78124578,396297.139340197,1954,7,3,2,0,"RANCH",1,1640
"0063N00242000000",15216,"15-Oct-10",225000,926,1328671.97493089,395295.91775311,1937,12,6,2,0,"MULTI-FAMILY",2,2830
"0063N00246000001",15216,"05-Mar-10",190000,926,1328640.06776371,395407.380993487,1941,12,6,2,0,"MULTI-FAMILY",2,2648
"0064G00208000000",15216,"17-May-10",307000,926,1326953.49429493,396983.552695561,1981,7,3,2,2,"CONTEMPORARY",2,2300
"0064H00065000000",15216,"29-Jun-10",130000,926,1327897.09097293,397353.642725709,1958,6,3,1,0,"CAPE COD",1.5,1488
"0064H00094000000",15216,"03-Nov-10",195000,926,1327893.82270572,397261.541017845,1950,6,3,1,1,"CONVENTIONAL",2,1264
"0064H00150000000",15216,"02-Jun-10",135900,926,1327694.91619521,397182.302701448,1950,5,2,1,1,"CAPE COD",1.5,1299
"0064H00308000000",15216,"20-Dec-10",195000,926,1327846.7567185,396863.466054925,1942,6,3,2,0,"OLD STYLE",2,1524
"0064M00062000000",15216,"22-Jun-10",1,926,1327755.55081483,396219.826018201,1954,10,4,3,0,"RANCH",1,2964
"0064M00213000000",15216,"09-Dec-10",305000,926,1327330.05666413,396457.056054908,1946,7,3,2,1,"OLD STYLE",2,1506
"0064M00221000000",15216,"20-May-10",180000,926,1327332.90297574,396241.166048146,1940,6,3,1,1,"OLD STYLE",2,1420
"0064M00242000000",15216,"12-Oct-10",382500,926,1327233.29610569,396502.88098652,1965,8,4,2,1,"COLONIAL",2,2378
"0097E00293000000",15216,"19-Feb-10",211500,926,1332947.18467335,393218.201018643,1930,6,3,1,0,"OLD STYLE",2,1384
"0097E00295000000",15216,"02-Jul-10",153000,926,1333083.42237577,393277.832704159,1957,7,3,2,0,"SPLIT LEVEL",1,1220
"0097E00299000000",15216,"14-Apr-10",129900,926,1333146.33079155,393190.1494135,1956,6,2,1,1,"CAPE COD",1.5,1445
"0097J00046000000",15216,"22-Dec-10",2041,926,1333461.21135144,392849.301100628,1966,6,3,1,1,"CONVENTIONAL",2,1232
"0097J00074000000",15243,"16-Apr-10",117500,926,1333789.94704915,392777.287674756,1946,4,2,1,0,"RANCH",1,884
"0097N00154000000",15216,"05-Aug-10",190000,926,1333018.7611991,391259.326071155,1962,7,3,2,1,"SPLIT LEVEL",1,1282
"0097P00080000000",15226,"23-Dec-10",1,926,1334287.55428337,391119.706036037,1885,6,2,1,0,"CAPE COD",1,1440
"0098A00256000000",15216,"11-May-10",254750,926,1328223.17220206,394371.569326524,1926,7,3,1,1,"OLD STYLE",2,2013
"0098A00284000000",15216,"07-Apr-10",270000,926,1328403.91645706,394330.377773747,1929,8,3,2,0,"OLD STYLE",2,2804
"0098E00046000000",15216,"09-Jun-10",259000,926,1328183.89978147,393657.67605579,1926,8,3,2,0,"OLD STYLE",2,1704
"0098E00066000000",15216,"24-Nov-10",216000,926,1328422.22667156,393637.52770674,1967,8,3,2,1,"CONVENTIONAL",2,1581
"0098E00108000000",15216,"24-Jun-10",171500,926,1328399.946169,393534.006033265,1966,7,4,1,2,"CONVENTIONAL",2,1500
"0098E00112000000",15216,"06-Apr-10",140200,926,1328308.41895817,393427.042703132,1928,7,3,3,0,"OLD STYLE",2,1954
"0098E00134000000",15216,"20-May-10",1,926,1328263.46233614,393224.749442629,1937,9,4,4,0,"OLD STYLE",2,2448
"0098E00206000000",15216,"06-May-10",187500,926,1328952.01040457,393251.966053738,1925,8,3,2,0,"OLD STYLE",2,1752
"0098E00220000000",15216,"17-May-10",178000,926,1329183.91990355,393440.102726488,1923,6,3,1,0,"OLD STYLE",2,1656
"0098E00248000000",15216,"30-Sep-10",191000,926,1328802.89965041,393335.252766006,1923,7,3,1,1,"OLD STYLE",2,1384
"0098E00276000000",15216,"04-May-10",152000,926,1328910.94484812,393537.494257374,1926,6,3,1,1,"OLD STYLE",2,1416
"0098E00312000000",15216,"02-Aug-10",118760,926,1328961.54992035,393751.427770652,1926,6,3,1,0,"OLD STYLE",2,1308
"0098E00324000000",15216,"17-Aug-10",120000,926,1328745.55856333,393641.666058706,1926,6,3,1,0,"OLD STYLE",2,1178
"0098F00254000000",15216,"26-Apr-10",114500,926,1329426.56670912,393169.019349918,1921,5,3,1,0,"OLD STYLE",2,1241
"0098J00030000000",15216,"01-Jul-10",326000,926,1328156.15090605,392492.351018114,1918,7,4,2,0,"OLD STYLE",2,2158
"0098J00067000000",15216,"25-Jul-10",1,926,1328792.24429097,392219.301033675,1921,20,4,4,0,"MULTI-FAMILY",2,3380
"0098J00068000000",15216,"15-Jul-10",1,926,1328825.4707867,392196.762676241,1921,20,4,4,0,"MULTI-FAMILY",2,3380
"0098J00140000000",15216,"27-May-10",119900,926,1328954.46902563,392693.261084951,1926,5,2,1,0,"OLD STYLE",2,1232
"0098J00154000000",15216,"08-Oct-10",1,926,1329024.96760571,392465.604416253,1921,7,3,1,0,"OLD STYLE",2,1232
"0098J00273000000",15216,"13-Sep-10",195000,926,1328814.63126291,392634.01502582,1930,12,6,2,0,"MULTI-FAMILY",2,2564
"0098K00156000000",15216,"11-Jun-10",139000,926,1329743.34117716,392832.344355884,1918,7,3,1,0,"OLD STYLE",2,1965
"0098K00192000000",15216,"15-Jul-10",99000,926,1329505.04302019,392900.604436926,1928,6,3,1,0,"OLD STYLE",2,1400
"0098K00206000000",15216,"03-Feb-10",116600,926,1329351.12145199,392988.007703629,1921,6,3,1,0,"OLD STYLE",2,1352
"0098N00070000000",15228,"19-Jan-10",158900,926,1328371.97209371,391518.519349016,1926,6,3,1,0,"OLD STYLE",2,1456
"0098N00120000000",15228,"28-Jun-10",204450,926,1328643.23026336,391899.942691335,1921,8,3,1,1,"OLD STYLE",2,2591
"0098N00128000000",15228,"23-Jul-10",1670,926,1328627.41871462,391728.362770389,1924,7,3,1,0,"OLD STYLE",2,1762
"0098N00156000000",15228,"06-Oct-10",162000,926,1328834.54553621,391357.356046753,1928,8,4,1,0,"OLD STYLE",2,1860
"0098N00162000000",15228,"20-May-10",188825,926,1328821.14653648,391480.811025081,1926,6,3,1,0,"OLD STYLE",2,1500
"0098N00198000000",15228,"12-May-10",170000,926,1328903.33292758,391785.676156443,1929,6,3,1,1,"OLD STYLE",2,1620
"0098N00246000000",15228,"09-Jun-10",1,926,1329054.23132693,391830.796136107,1932,6,3,1,0,"CAPE COD",1,2087
"0098N00258000000",15228,"14-Oct-10",190000,926,1329167.71752674,391984.516077143,1925,6,3,1,1,"OLD STYLE",2,1726
"0098N00330000000",15216,"30-Sep-10",145000,926,1328302.51021739,392136.091066879,1928,7,3,2,0,"OLD STYLE",2,2301
"0098P00038000000",15228,"04-Oct-10",1669,926,1329233.21097276,391275.577863951,1903,7,3,1,0,"OLD STYLE",2,2062
"0098S00174000000",15216,"30-Apr-10",180000,926,1332020.11382604,391788.311098061,1957,6,3,2,1,"COLONIAL",2,1320
"0098S00232000000",15216,"30-Aug-10",149900,926,1332566.17069526,391684.981061208,1960,6,3,1,1,"RANCH",1,1081
"0099C00263000000",15216,"31-Mar-10",50000,926,1326838.79251125,394129.547878886,1955,10,4,2,1,"RANCH",1,2257
"0099D00076000000",15216,"30-Sep-10",1,926,1327197.23778875,394513.891058196,1932,8,2,1,0,"OLD STYLE",2,1530
"0099D00104000000",15216,"13-Oct-10",1,926,1327836.33122393,394864.706044138,1930,6,3,1,1,"OLD STYLE",2,2222
"0099D00112000000",15216,"30-Apr-10",159900,926,1327975.31421797,394712.027719558,1921,6,3,1,0,"OLD STYLE",2,1516
"0099D00126000000",15216,"19-May-10",210000,926,1327637.11632791,394563.419340681,1928,6,3,1,1,"CAPE COD",1.5,1435
"0099D00136000000",15216,"29-Jul-10",1,926,1327426.17142944,394414.932747247,1936,6,3,1,0,"OLD STYLE",2,2080
"0099D00150000000",15216,"12-Aug-10",159000,926,1327112.80468326,394247.361012334,1945,6,3,1,1,"CAPE COD",1.5,1315
"0099D00216000000",15216,"05-Nov-10",0,926,1328026.2948022,394410.685985594,1950,7,3,2,1,"CONVENTIONAL",2,1878
"0099D00254000000",15216,"21-May-10",1,926,1327678.70729566,394268.06610664,1929,7,3,2,0,"OLD STYLE",2,2320
"0099D00280000000",15216,"07-Dec-10",1,926,1327557.80068808,394215.366118352,1953,6,3,1,1,"RANCH",1,1056
"0099D00286000000",15216,"27-Sep-10",175500,926,1327454.68833755,394160.296061467,1940,6,3,1,0,"RANCH",1,1288
"0099D00292000000",15216,"30-Jul-10",135150,926,1327504.56290353,394003.936018413,1947,6,3,1,0,"OLD STYLE",2,1344
"0099E00046000000",15243,"10-Jun-10",534900,926,1324069.40901018,393434.87936942,1930,7,4,3,1,"OLD STYLE",2,3328
"0099E00184000000",15243,"06-Jan-10",265000,926,1323793.12506487,394119.231082986,1957,7,3,2,0,"CAPE COD",1.5,1963
"0099E00212000000",15243,"15-Dec-10",238000,926,1323548.75794701,393837.186025625,1962,9,4,2,1,"CONVENTIONAL",2,2391
"0099F00100000000",15243,"20-Aug-10",429500,926,1324641.77942047,394049.866057056,1941,9,3,2,2,"OLD STYLE",2,2585
"0099F00166000000",15243,"15-Apr-10",280000,926,1325448.79368131,393170.856039552,1949,6,2,3,0,"RANCH",1,2322
"0099G00020000000",15216,"19-Nov-10",387500,926,1326169.16944676,393965.306047005,NA,NA,NA,NA,NA,"",NA,NA
"0099G00028000000",15216,"06-Aug-10",1,926,1326405.87555836,394000.569373332,1954,8,3,2,1,"RANCH",1,1415
"0099G00091000000",15216,"30-Aug-10",276000,926,1325817.30363821,393709.456047933,1940,7,3,2,1,"OLD STYLE",2,2364
"0099H00196000000",15216,"16-Dec-10",232500,926,1327489.78607695,393430.327772607,1930,6,3,2,1,"OLD STYLE",2,1564
"0099H00220000000",15216,"14-Sep-10",237500,926,1328015.45977827,393748.126022763,1928,6,3,1,1,"OLD STYLE",2,1562
"0099H00244000000",15216,"04-Jun-10",180000,926,1327675.0058851,393934.51769587,1928,7,4,1,0,"OLD STYLE",2.5,2580
"0099H00246000000",15216,"30-Dec-10",341000,926,1327699.54139997,393889.454315475,1928,7,4,2,1,"OLD STYLE",2,1728
"0099J00136000000",15243,"09-Jul-10",360000,926,1324039.62986819,392861.852721357,1956,9,3,2,1,"CONVENTIONAL",1,3280
"0099J00146000000",15243,"05-Feb-10",0,926,1324067.55072943,392731.041076524,1956,8,3,2,1,"CONVENTIONAL",1,2842
"0099J00188000000",15243,"03-Mar-10",1,926,1323457.91550064,392362.739393381,1958,9,3,3,0,"SPLIT LEVEL",1,2227
"0099J00266000000",15243,"09-Dec-10",655000,926,1324277.82440433,392791.547718212,1955,10,4,2,2,"COLONIAL",2,3236
"0099K00236000000",15243,"20-Dec-10",257500,926,1325149.28797645,392534.461039557,1958,8,3,2,1,"COLONIAL",2,2931
"0099K00264000000",15243,"31-Aug-10",205000,926,1324777.75567638,392558.596024808,1954,9,4,2,1,"SPLIT LEVEL",1,2604
"0099K00280000000",15243,"30-Jul-10",387500,926,1324612.78585652,392404.341053481,1956,9,4,2,2,"CONVENTIONAL",1.5,2976
"0099L00018000000",15243,"08-Nov-10",1,926,1326036.86413441,392617.730990844,NA,NA,NA,NA,NA,"",NA,NA
"0099M00068000000",15216,"09-Feb-10",152250,926,1327787.39436459,392253.952749372,1929,6,3,1,1,"OLD STYLE",2,1882
"0099M00142000000",15216,"21-Sep-10",1,926,1327716.03622698,393048.437764979,1926,6,3,1,0,"OLD STYLE",2,1448
"0099M00154000000",15216,"15-Apr-10",290000,926,1327625.14382793,392946.066117648,1934,7,3,2,0,"OLD STYLE",2,2263
"0099M00190000000",15216,"09-Sep-10",225000,926,1327747.20417715,392464.146045877,1939,6,3,1,0,"OLD STYLE",2,1815
"0099M00196000000",15216,"21-Apr-10",290000,926,1327649.30255103,392562.217717508,1930,8,4,1,2,"OLD STYLE",2,1792
"0099M00240000000",15216,"20-May-10",139000,926,1327460.9244954,392632.407746937,1925,6,3,1,0,"OLD STYLE",2,1331
"0099M00278000000",15216,"16-Aug-10",1,926,1327126.62894125,392620.59943025,1926,7,4,2,1,"OLD STYLE",2,1906
"0099M00288000000",15216,"15-Sep-10",1,926,1327083.33863307,392486.566044373,1932,6,3,2,0,"OLD STYLE",2,1606
"0099M00300000000",15216,"01-Jul-10",257070,926,1326955.28239424,392676.837719171,1938,6,3,1,1,"OLD STYLE",2,1822
"0099M00310000000",15216,"30-Apr-10",167000,926,1326940.33841198,392948.492744231,1926,6,3,1,1,"OLD STYLE",2,1745
"0099N00050000000",15243,"07-Jul-10",218000,926,1324519.29030392,392258.241041926,1959,8,4,2,1,"COLONIAL",2,2336
"0099N00062000000",15243,"21-Dec-10",228000,926,1324288.41709587,392237.464362548,1960,8,4,2,1,"COLONIAL",2,2072
"0099N00200000000",15243,"04-Feb-10",355000,926,1324461.92035988,392056.69269551,1964,9,4,2,1,"COLONIAL",2,2584
"0099N00236000000",15243,"28-May-10",286500,926,1323601.68854326,391685.651046285,1962,8,4,2,1,"COLONIAL",2,2080
"0099N00238000000",15243,"01-Apr-10",390000,926,1323500.59234044,391681.292737421,1964,9,4,3,1,"COLONIAL",2,2464
"0099P00159000000",15243,"05-May-10",305000,926,1325151.70246577,392097.93098087,1970,9,4,2,1,"COLONIAL",2,2511
"0099P00164000000",15243,"05-Jan-10",1,926,1325615.8820725,392064.21771491,1968,9,4,2,1,"COLONIAL",2,2140
"0099R00197000000",15243,"15-Mar-10",204450,926,1326460.81681165,391796.264389393,1937,7,3,2,0,"OLD STYLE",2,1440
"0099R00215000000",15243,"26-Nov-10",1,926,1326403.65926968,391613.761098468,1930,8,4,2,0,"OLD STYLE",2,1841
"0099R00223000000",15243,"07-May-10",161500,926,1326249.73394472,391571.32605438,1931,6,3,1,1,"OLD STYLE",2,1276
"0099R00225000000",15243,"30-Sep-10",132900,926,1326239.96976576,391484.112690403,1937,6,3,1,0,"OLD STYLE",2,1276
"0099R00262000000",15243,"17-Sep-10",214900,926,1326286.63394357,391979.181090298,1935,6,3,1,0,"OLD STYLE",2,1358
"0099R00290000000",15243,"02-Sep-10",327320,926,1326476.75848504,392152.907696437,1936,6,3,2,1,"OLD STYLE",2,1898
"0099R00326000000",15243,"11-May-10",225500,926,1325873.04656999,392101.006042699,1931,6,3,2,0,"OLD STYLE",2,1736
"0099R00338000000",15243,"05-May-10",295000,926,1326153.71541055,392204.256113992,1929,7,3,2,1,"OLD STYLE",2,2110
"0099S00008000000",15216,"14-Apr-10",174500,926,1327168.67001974,392242.057737962,1928,7,3,1,0,"OLD STYLE",2,1667
"0099S00026000000",15216,"21-Dec-10",1,926,1326939.71800803,391986.107792259,1928,6,3,1,0,"OLD STYLE",2,1504
"0099S00036000000",15216,"25-May-10",1,926,1327143.74124109,392040.376046805,1927,8,4,1,0,"OLD STYLE",2,2009
"0099S00040000000",15216,"10-Jun-10",250000,926,1327239.83098879,392065.932742949,1936,8,4,1,1,"OLD STYLE",2,1682
"0099S00080000000",15216,"12-Mar-10",156500,926,1327072.48123365,391907.831044191,1928,7,3,1,1,"OLD STYLE",2,1475
"0099S00154000000",15228,"12-Oct-10",2388,926,1327172.59572194,391570.779340943,1946,6,3,1,1,"OLD STYLE",2,1280
"0099S00224000000",15228,"07-Jul-10",137500,926,1327613.03955197,391324.316068525,1926,7,3,1,0,"OLD STYLE",2,1386
"0099S00278000000",15228,"24-Jun-10",123500,926,1327799.26856927,391637.019393653,1948,7,3,1,0,"OLD STYLE",2,1260
"0099S00338000000",15216,"14-Jul-10",116000,926,1327662.64028648,392071.531034053,1945,9,4,1,1,"OLD STYLE",2,2190
"0100L00210000000",15243,"08-Jan-10",430000,926,1321581.90989225,392766.35778203,1949,9,4,2,2,"OLD STYLE",2,3441
"0100L00214000000",15243,"04-Feb-10",1,926,1321682.18427038,392781.576049876,1958,7,3,4,1,"RANCH",1,3483
"0100L00269000000",15243,"13-Aug-10",339900,926,1321973.49959448,392380.641193173,NA,NA,NA,NA,NA,"",NA,NA
"0100L00270000000",15243,"13-Aug-10",339900,926,1321902.05546396,392412.854434008,1958,8,4,2,2,"CONVENTIONAL",2,3292
"0100M00182000000",15243,"19-Oct-10",544000,926,1322952.77424728,392620.044418889,1951,9,2,2,0,"RANCH",1,3470
"0100M00240000000",15243,"21-Dec-10",10,926,1322310.56273318,392581.184871598,NA,NA,NA,NA,NA,"",NA,NA
"0100M00242000000",15243,"21-Dec-10",10,926,1322289.68115318,392482.437641658,1950,10,4,2,2,"CONVENTIONAL",2,5404
"0100S00200000000",15243,"29-Jun-10",415000,926,1322774.59665149,391498.466033895,1953,8,3,1,2,"RANCH",1,2014
"0140A00052000000",15216,"17-Sep-10",200000,926,1332889.02799534,390818.491000218,1957,7,4,2,1,"COLONIAL",2,2032
"0140B00092000000",15226,"29-Oct-10",170000,926,1333915.55440976,391168.157735193,1969,6,3,1,0,"BI-LEVEL",1,1404
"0140C00076000000",15226,"13-Aug-10",1761,926,1335570.92619998,390807.762734648,1953,5,2,1,0,"RANCH",1,1000
"0140C00170000000",15226,"15-Nov-10",210000,926,1335157.95609283,390613.98772609,1950,6,3,1,1,"CAPE COD",2,2396
"0140E00092000000",15216,"10-May-10",1,926,1332759.09093513,389926.430991177,1958,5,3,2,1,"RANCH",1,1460
"0140E00124000000",15228,"12-May-10",130000,926,1332814.22465071,389572.934331033,1950,6,3,1,0,"COLONIAL",2,1232
"0140E00264000000",15228,"19-Jan-10",195000,926,1333572.16367092,389777.011025841,1940,6,3,2,1,"COLONIAL",2,1592
"0140F00024000000",15228,"21-Jun-10",176000,926,1334897.04634202,389625.202744733,1949,8,4,2,1,"COLONIAL",2,2086
"0140F00054000000",15228,"04-Jun-10",214900,926,1334418.24459688,389626.114360388,1948,7,3,1,1,"CAPE COD",1.5,1570
"0140F00068000000",15228,"21-Apr-10",143000,926,1334745.07305196,389510.5160707,1940,7,3,1,1,"COLONIAL",2,1760
"0140F00122000000",15228,"06-Jul-10",1,926,1334022.0384832,389725.856020085,1945,6,3,1,1,"COLONIAL",2,1432
"0140F00206000000",15228,"01-Jul-10",78000,926,1334222.59553739,389987.705995811,NA,0,0,0,0,"",0,0
"0140F00222000000",15228,"30-Jun-10",239900,926,1334279.86966311,389922.312702846,1946,7,3,1,1,"OLD STYLE",2,1784
"0140G00096000000",15228,"02-Jun-10",179900,926,1335372.09375154,389614.866132896,1948,7,3,1,0,"OLD STYLE",2,1540
"0140J00016000000",15228,"01-Sep-10",181382,926,1332788.78131824,388729.891064327,1949,6,2,1,1,"COLONIAL",2,1280
"0140J00117000000",15228,"11-May-10",1,926,1332978.79154652,389338.696005372,1950,6,3,1,1,"COLONIAL",2,1232
"0140J00126000000",15228,"15-Jun-10",1,926,1332875.21211785,389256.47939497,1939,8,3,2,1,"CAPE COD",1.5,1605
"0140J00166000000",15228,"27-Apr-10",195000,926,1333473.04179593,389359.505917726,1948,7,3,1,1,"CAPE COD",1.5,1556
"0140J00216000000",15228,"06-Jul-10",238250,926,1333410.43540804,388622.302706523,1941,7,3,1,1,"CAPE COD",1.5,1927
"0140J00232000000",15228,"10-Aug-10",193000,926,1333252.19429591,388783.795985416,1939,5,2,1,0,"COLONIAL",2,1316
"0140J00242000000",15228,"23-Apr-10",180000,926,1333480.25834725,388928.677770979,1940,6,3,1,0,"COLONIAL",2,1276
"0140K00026000000",15228,"04-May-10",194500,926,1333695.83575761,388567.866057799,1939,6,2,1,0,"CAPE COD",1.5,1246
"0140K00044000000",15228,"21-May-10",1,926,1334047.53973601,388776.98772496,1946,7,4,2,1,"OLD STYLE",2,1880
"0140K00092000000",15228,"26-May-10",124900,926,1334506.49982501,388797.049420571,1955,6,2,2,0,"RANCH",1,1052
"0140K00098000000",15228,"16-Jul-10",176500,926,1334585.24901803,388664.679376165,1953,7,4,1,1,"COLONIAL",2,1568
"0140K00194000000",15228,"01-Feb-10",127000,926,1334589.14767973,389095.457735371,1943,5,2,1,1,"OLD STYLE",2,1678
"0140K00210000000",15228,"21-Oct-10",162000,926,1334791.67526369,388840.437693782,1949,7,3,2,0,"COLONIAL",2,1316
"0140L00044000000",15228,"22-Jul-10",1,926,1334962.61996001,389286.367648464,1940,6,3,1,0,"COLONIAL",2,1962
"0140N00035000000",15228,"03-Sep-10",1,926,1332775.49824174,388157.646031117,1928,6,3,1,0,"ROW END",2,1512
"0140N00159000000",15228,"21-Apr-10",242000,926,1333747.34443655,387796.894426278,1940,9,3,2,0,"OLD STYLE",2,2127
"0140N00173000000",15228,"21-Apr-10",235000,926,1333551.00768149,387818.416061026,1936,7,2,2,0,"CAPE COD",1.5,1972
"0140N00201000000",15228,"01-Oct-10",54000,926,1333723.0730516,388250.31600225,1930,6,2,1,0,"CAPE COD",1,1345
"0140N00207000000",15228,"26-May-10",187500,926,1333668.13027082,388462.046065931,1940,6,3,1,1,"OLD STYLE",2,1656
"0140N00289000000",15228,"17-Mar-10",205000,926,1333289.47249017,387952.614414576,1947,7,3,1,1,"OLD STYLE",2,1736
"0140N00319000000",15228,"15-Jun-10",160000,926,1332804.41629872,388445.400968075,1925,6,3,1,0,"OLD STYLE",2,1120
"0140P00018000000",15228,"20-Aug-10",220000,926,1333806.08576726,387940.910998504,1938,7,3,1,2,"COLONIAL",2,2068
"0140P00058000000",15228,"24-Sep-10",0,926,1334069.7577358,387745.704453651,1947,6,3,1,0,"COLONIAL",2,1176
"0140P00074000000",15228,"09-Dec-10",195500,926,1334255.84572967,387793.926040241,1957,7,3,1,1,"CONVENTIONAL",2,1767
"0140P00104000000",15228,"08-Sep-10",278000,926,1334708.73611469,387708.35607795,1958,8,4,2,1,"COLONIAL",2,2046
"0140P00138000000",15228,"05-Apr-10",133000,926,1334816.69094348,388258.214386924,1961,6,3,1,1,"CONVENTIONAL",1,1396
"0140R00272000000",15228,"08-Oct-10",1,926,1335007.05418441,388328.301084499,1953,8,4,1,1,"COLONIAL",2,2204
"0141A00157000000",15228,"16-Mar-10",158950,926,1328452.70564638,390720.761070929,1925,6,3,1,1,"OLD STYLE",2,1534
"0141A00169000000",15228,"27-Dec-10",1,926,1328211.82811498,390693.359345944,1924,6,3,1,0,"OLD STYLE",2,1144
"0141A00229000000",15228,"22-Jan-10",102500,926,1328957.25378399,390978.824427565,1924,6,3,1,0,"OLD STYLE",2.5,1782
"0141A00247000000",15228,"19-Aug-10",145000,926,1328614.97463663,390999.756042798,1924,5,2,1,0,"OLD STYLE",2,1260
"0141A00357000000",15228,"28-May-10",196000,926,1328259.46001232,391230.207666803,1927,7,3,1,0,"COLONIAL",2,1578
"0141B00069020400",15228,"25-Aug-10",111000,926,1329503.30718541,390917.318360852,1967,5,2,2,0,"CONDO",1,918
"0141B00069060100",15228,"16-Dec-10",1,926,1329485.15545712,390897.705042093,1967,4,1,1,0,"CONDO",1,673
"0141B00069060600",15228,"14-Dec-10",66000,926,1329512.06537532,390887.68750812,1967,4,1,1,0,"CONDO",1,673
"0141B00069080300",15228,"03-May-10",111000,926,1329482.51907059,390884.027793591,1967,5,2,2,0,"CONDO",1,918
"0141D00103000000",15216,"23-Feb-10",1,926,1331784.07906187,390924.94753777,1961,7,3,2,1,"BI-LEVEL",1,1609
"0141D00180000000",15228,"01-Sep-10",134500,926,1331733.56027153,390810.153981528,1930,6,3,1,1,"OLD STYLE",2,2075
"0141E00026000000",15228,"23-Nov-10",119150,926,1328689.74148691,390286.48940978,1910,10,5,1,0,"OLD STYLE",2,1924
"0141E00036000000",15228,"05-Aug-10",152000,926,1328865.29838379,390305.966122426,1948,7,3,1,1,"OLD STYLE",1.5,1979
"0141E00156011500",15228,"29-Sep-10",1,926,1328549.31060843,389706.267718946,1955,4,2,1,0,"CONDO",1,864
"0141E00156013300",15228,"29-Sep-10",1,926,1328571.5035906,389728.682763457,1955,3,1,1,0,"CONDO",1,684
"0141E00235000000",15228,"07-Oct-10",135000,926,1328360.25014148,389840.21428625,1920,9,4,2,1,"OLD STYLE",2,2203
"0141E00286000000",15228,"07-Jan-10",80000,926,1328402.19469985,390119.374308359,1908,8,5,2,0,"OLD STYLE",2,2508
"0141F00175F00600",15228,"24-Aug-10",74000,926,1329514.96151576,389134.962250119,1940,4,1,1,0,"CONDO",1,901
"0141F00200000300",15228,"29-Nov-10",113500,926,1329862.24550819,389786.654451442,1978,5,2,1,1,"CONDO",2,1322
"0141F00238000000",15228,"04-May-10",233000,926,1330121.80802301,389663.297727133,1989,6,3,2,1,"TOWNHOUSE",2,1910
"0141F00242000000",15228,"30-Jun-10",268000,926,1330013.40246423,389572.726057282,1989,7,2,2,1,"TOWNHOUSE",2,2190
"0141G00017000000",15228,"07-Jul-10",147500,926,1331408.24938693,389876.490991324,1936,5,2,1,0,"OLD STYLE",2,1320
