PIN,MAPBLOCKLO,PROPERTYHO,PROPERTY_1,PROPERTYZI,FAIRMARKET,FAIRMARK_1,TAXDESC,OWNERDESC,STATEDESC,USEDESC,LOTAREA
0192C00351000000,192-C-351,295,ASHLAND AVE,15228,110800,37100,Taxable,Regular,Residential,SINGLE FAMILY,9091
0192D00005000000,192-D-5,411,ASHLAND AVE,15228,82400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4927
0192C00092000000,192-C-92,0,ASHLAND AVE,15228,0,1200,Taxable,Regular,Residential,VACANT LAND,4525
0192C00158000000,192-C-158,311,HAZEL DR,15228,102100,31800,Taxable,Regular,Residential,SINGLE FAMILY,5000
0192C00164000000,192-C-164,321,HAZEL DR,15228,70600,32400,Taxable,Regular,Residential,SINGLE FAMILY,6528
0192C00183000000,192-C-183,357,HAZEL DR,15228,50300,31900,Taxable,Regular,Residential,SINGLE FAMILY,5124
0192C00274000000,192-C-274,310,JEFFERSON DR,15228,167700,68800,Taxable,Regular,Residential,SINGLE FAMILY,14245
0192C00292000000,192-C-292,286,HAZEL DR,15228,100000,40000,Taxable,Regular,Residential,SINGLE FAMILY,5606
0192C00298000000,192-C-298,274,HAZEL DR,15228,98700,30300,Taxable,Regular,Residential,SINGLE FAMILY,5606
0192C00229000000,192-C-229,316,HAZEL DR,15228,71700,30300,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192C00235000000,192-C-235,308,HAZEL DR,15228,93600,29800,Taxable,Regular,Residential,SINGLE FAMILY,4256
0192C00271000000,192-C-271,314,JEFFERSON DR,15228,144600,45000,Taxable,Regular,Residential,SINGLE FAMILY,14309
0192B00165000000,192-B-165,240,JEFFERSON DR,15228,56900,70600,Taxable,Regular,Residential,SINGLE FAMILY,9240
0192D00201000000,192-D-201,423,CASTLE SHANNON BLVD,15234,56400,28400,Taxable,Regular,Residential,SINGLE FAMILY,8742
0192D00195000000,192-D-195,415,CASTLE SHANNON BLVD,15234,69000,26900,Taxable,Regular,Residential,ROWHOUSE,3992
0192D00197000000,192-D-197,417,CASTLE SHANNON BLVD,15234,69300,26900,Taxable,Regular,Residential,ROWHOUSE,4022
0192D00243000000,192-D-243,368,TAMPA AVE,15228,64700,32400,Taxable,Regular,Residential,SINGLE FAMILY,6500
0192C00337000000,192-C-337,280,ASHLAND AVE,15228,83700,33100,Taxable,Regular,Residential,SINGLE FAMILY,8429
0192C00350000000,192-C-350,0,ASHLAND AVE,15228,0,2600,Taxable,Regular,Residential,VACANT LAND,3251
0192D00025000000,192-D-25,0,PENNSYLVANIA BLVD,15228,0,34700,Taxable,Regular,Residential,VACANT LAND,3280
0192D00204000000,192-D-204,433,CASTLE SHANNON BLVD,15234,150000,131600,Taxable,Regular,Commercial,MEDICAL CLINICS/OFFICES,15875
0192D00227000000,192-D-227,386,TAMPA AVE,15228,87000,31900,Taxable,Regular,Residential,SINGLE FAMILY,5128
0192C00320000000,192-C-320,142,POPLAR DR,15228,80700,31700,Taxable,Regular,Residential,SINGLE FAMILY,4705
0192D00013000000,192-D-13,0,ASHLAND AVE,15228,0,34700,Taxable,Regular,Residential,VACANT LAND,3205
0192D00041000000,192-D-41,0,PENNSYLVANIA BLVD,15228,0,34700,Taxable,Regular,Residential,VACANT LAND,3280
0192D00216000000,192-D-216,355 -357,ANAWANDA AVE,15228,102500,32200,Taxable,Regular,Residential,ROWHOUSE,6050
0192D00009000000,192-D-9,417,ASHLAND AVE,15228,51800,31200,Taxable,Regular,Residential,SINGLE FAMILY,3203
0192D00015000000,192-D-15,423,ASHLAND AVE,15228,82100,33900,Taxable,Regular,Residential,SINGLE FAMILY,9854
0192D00199000000,192-D-199,0,CASTLE SHANNON BLVD,15228,0,14000,Taxable,Regular,Residential,VACANT LAND,8014
0192D00219000000,192-D-219,361 -363,ANAWANDA AVE,15228,100300,31700,Taxable,Regular,Residential,ROWHOUSE,4644
0192C00277000000,192-C-277,300,JEFFERSON DR,15228,230000,100000,Taxable,Regular,Residential,SINGLE FAMILY,16966
0192D00188000000,192-D-188,403,CASTLE SHANNON BLVD,15234,69600,24900,Taxable,Corporation,Residential,SINGLE FAMILY,6709
0192C00335000000,192-C-335,282,ASHLAND AVE,15228,1000,3600,Taxable,Regular,Residential,VACANT LAND,5000
0192D00029000000,192-D-29,0,PENNSYLVANIA BLVD,15228,0,36000,Taxable,Regular,Residential,VACANT LAND,6560
0192D00049000000,192-D-49,0,PENNSYLVANIA BLVD,15228,0,2600,Exempt,Corporation,Residential,VACANT LAND,3280
0192D00229000000,192-D-229,384,TAMPA AVE,15228,93400,31900,Taxable,Regular,Residential,SINGLE FAMILY,5054
0192D00235000000,192-D-235,376,TAMPA AVE,15228,77100,29400,Taxable,Regular,Residential,SINGLE FAMILY,7411
0192D00240000000,192-D-240,370,TAMPA AVE,15228,60500,32400,Taxable,Regular,Residential,SINGLE FAMILY,6500
0192D00255000000,192-D-255,377,TAMPA AVE,15228,97600,31800,Taxable,Regular,Residential,SINGLE FAMILY,4950
0192D00037000000,192-D-37,0,PENNSYLVANIA BLVD,15228,0,36000,Taxable,Regular,Residential,VACANT LAND,6560
0192D00252000000,192-D-252,373,TAMPA AVE,15228,128000,29300,Taxable,Regular,Residential,SINGLE FAMILY,7013
0192D00300000000,192-D-300,380,ANAWANDA AVE,15228,44000,21000,Taxable,Regular,Residential,ROWHOUSE,3000
0192D00011000000,192-D-11,419,ASHLAND AVE,15228,53100,31200,Taxable,Regular,Residential,SINGLE FAMILY,3203
0192D00039000000,192-D-39,0,PENNSYLVANIA BLVD,15228,0,34700,Taxable,Regular,Residential,VACANT LAND,3357
0192D00237000000,192-D-237,372,TAMPA AVE,15228,103400,36500,Taxable,Regular,Residential,SINGLE FAMILY,7888
0192D00257000000,192-D-257,381,TAMPA AVE,15228,110300,32000,Taxable,Regular,Residential,SINGLE FAMILY,5390
0192D00278000000,192-D-278,389,ANAWANDA AVE,15228,33900,31100,Taxable,Regular,Residential,ROWHOUSE,2270
0192D00307000000,192-D-307,372,ANAWANDA AVE,15228,47000,25000,Taxable,Regular,Residential,ROWHOUSE,2992
0192D00315000000,192-D-315,362,ANAWANDA AVE,15228,49100,25900,Taxable,Regular,Residential,ROWHOUSE,2500
0192D00231000000,192-D-231,380,TAMPA AVE,15228,91900,28700,Taxable,Regular,Residential,SINGLE FAMILY,5054
0192D00313000000,192-D-313,364 -366,ANAWANDA AVE,15228,96000,30000,Taxable,Regular,Residential,ROWHOUSE,5500
0192E00006000000,192-E-6,155,MAIN ENTRANCE DR,15228,102300,71400,Taxable,Regular,Residential,SINGLE FAMILY,10346
0192D00045000000,192-D-45,0,PENNSYLVANIA BLVD,15228,0,36000,Taxable,Regular,Residential,VACANT LAND,6560
0192D00246000000,192-D-246,358,TAMPA AVE,15228,98400,32400,Taxable,Regular,Residential,SINGLE FAMILY,6500
0192D00262000000,192-D-262,393,TAMPA AVE,15228,44000,31000,Taxable,Regular,Residential,ROWHOUSE,2576
0192D00277000000,192-D-277,387,ANAWANDA AVE,15228,32400,31100,Taxable,Regular,Residential,ROWHOUSE,2807
0192C00348000000,192-C-348,285,ASHLAND AVE,15228,83600,32300,Taxable,Regular,Residential,SINGLE FAMILY,6370
0192D00047000000,192-D-47,0,PENNSYLVANIA BLVD,15228,0,2600,Exempt,Corporation,Residential,VACANT LAND,3215
0192E00009000000,192-E-9,159,MAIN ENTRANCE DR,15228,169600,70400,Taxable,Regular,Residential,SINGLE FAMILY,9000
0192D00305000000,192-D-305,374,ANAWANDA AVE,15228,42300,20000,Taxable,Regular,Residential,ROWHOUSE,2500
0192D00059000001,192-D-59-0-1,0,PENNSYLVANIA BLVD,15228,0,3700,Provisionally Exempt,Corporation,Utilities,COMMERCIAL/UTILITY,3328
0192C00341000000,192-C-341,270,ASHLAND AVE,15228,119700,32900,Taxable,Regular,Residential,SINGLE FAMILY,8017
0192D00007000000,192-D-7,415,ASHLAND AVE,15228,89400,30100,Taxable,Regular,Residential,SINGLE FAMILY,4927
0192D00191000000,192-D-191,411,CASTLE SHANNON BLVD,15234,56800,29100,Taxable,Regular,Residential,SINGLE FAMILY,15379
0192D00212000000,192-D-212,351 -353,ANAWANDA AVE,15228,127400,32800,Taxable,Regular,Residential,ROWHOUSE,7532
0192D00296000000,192-D-296,384 -386,ANAWANDA AVE,15228,98000,32000,Taxable,Regular,Residential,ROWHOUSE,5500
0192D00310000000,192-D-310,368,ANAWANDA AVE,15228,58400,31100,Taxable,Regular,Residential,ROWHOUSE,5500
0192D00268000000,192-D-268,375,ANAWANDA AVE,15228,80000,30000,Taxable,Regular,Residential,SINGLE FAMILY,5500
0192D00271000000,192-D-271,377,ANAWANDA AVE,15228,96300,32000,Taxable,Regular,Residential,SINGLE FAMILY,5500
0192D00274000000,192-D-274,381 -383,ANAWANDA AVE,15228,123600,32000,Taxable,Regular,Residential,ROWHOUSE,5500
0192D00285000000,192-D-285,9,CRAIG CT,15228,36300,31700,Taxable,Regular,Residential,TWO FAMILY,2870
0192D00287000000,192-D-287,8,CRAIG CT,15228,36300,31700,Taxable,Regular,Residential,TWO FAMILY,2870
0192C00317000000,192-C-317,148,POPLAR DR,15228,69570,32130,Taxable,Regular,Residential,SINGLE FAMILY,5736
0192C00333000000,192-C-333,288,ASHLAND AVE,15228,108700,35400,Taxable,Regular,Residential,SINGLE FAMILY,5000
0192C00339000000,192-C-339,276,ASHLAND AVE,15228,87200,33000,Taxable,Regular,Residential,SINGLE FAMILY,8223
0192D00033000000,192-D-33,0,PENNSYLVANIA BLVD,15228,0,36000,Taxable,Regular,Residential,VACANT LAND,6560
0192B00113000000,192-B-113,201,JEFFERSON DR,15228,289400,76900,Taxable,Regular,Residential,SINGLE FAMILY,14565
0192D00063000000,192-D-63,0,PENNSYLVANIA BLVD,15228,0,5300,Exempt,Corporation,Residential,VACANT LAND,6621
0192D00067000000,192-D-67,0,PENNSYLVANIA BLVD,15228,0,35400,Exempt,Corporation,Residential,VACANT LAND,5007
0192D00095000001,192-D-95-0-1,0,PENNSYLVANIA BLVD,15228,0,3000,Taxable,Regular,Commercial,VACANT COMMERCIAL LAND,2663
0192D00069000000,192-D-69,0,PENNSYLVANIA BLVD,15228,0,34700,Taxable,Regular,Residential,VACANT LAND,3280
0192D00106000000,192-D-106,0,PENNSYLVANIA BLVD,15228,0,2300,Taxable,Regular,Residential,VACANT LAND,2813
0192D00176000000,192-D-176,383,CASTLE SHANNON BLVD,15234,71400,28000,Taxable,Regular,Residential,SINGLE FAMILY,7500
0192D00102000000,192-D-102,0,PENNSYLVANIA BLVD,15228,0,40900,Taxable,Regular,Residential,VACANT LAND,19903
0192D00117000000,192-D-117,0,PENNSYLVANIA BLVD,15228,0,1100,Exempt,Corporation,Residential,VACANT LAND,2914
0192D00172000000,192-D-172,375,CASTLE SHANNON BLVD,15234,66500,32200,Taxable,Regular,Residential,SINGLE FAMILY,15000
0192D00186000000,192-D-186,401,CASTLE SHANNON BLVD,15234,65900,27300,Taxable,Regular,Residential,SINGLE FAMILY,5143
0192D00126000000,192-D-126,442,CASTLE SHANNON BLVD,15234,122500,42300,Taxable,Regular,Commercial,OFFICE - 1-2 STORIES,6621
0192D00112000000,192-D-112,0,PENNSYLVANIA BLVD,15228,0,2400,Taxable,Regular,Residential,VACANT LAND,2936
0192D00128000000,192-D-128,0,CASTLE SHANNON BLVD,15234,0,1400,Taxable,Corporation,Residential,VACANT LAND,1688
0192E00066000000,192-E-66,174,MAIN ENTRANCE DR,15228,175900,59700,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00099000000,192-E-99,211,OUTLOOK DR,15228,194600,59700,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00117000000,192-E-117,235,OUTLOOK DR,15228,340800,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00158000000,192-E-158,230,OUTLOOK DR,15228,224000,70400,Taxable,Regular,Residential,SINGLE FAMILY,9000
0192D00179000000,192-D-179,387,CASTLE SHANNON BLVD,15234,26300,13700,Taxable,Regular,Residential,SINGLE FAMILY,7500
0192D00108000000,192-D-108,0,PENNSYLVANIA BLVD,15228,0,2300,Taxable,Regular,Residential,VACANT LAND,2808
0192D00114000000,192-D-114,0,PENNSYLVANIA BLVD,15228,0,10500,Taxable,Regular,Residential,VACANT LAND,16157
0192E00070000000,192-E-70,170,MAIN ENTRANCE DR,15228,107000,63600,Taxable,Regular,Residential,SINGLE FAMILY,13050
0192E00058000000,192-E-58,182,MAIN ENTRANCE DR,15228,165900,59700,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00108000000,192-E-108,221,OUTLOOK DR,15228,245000,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00114000000,192-E-114,231,OUTLOOK DR,15228,181300,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00130000000,192-E-130,257,OUTLOOK DR,15228,183900,69200,Taxable,Regular,Residential,SINGLE FAMILY,7250
0192E00150000000,192-E-150,244,OUTLOOK DR,15228,222900,69400,Taxable,Regular,Residential,SINGLE FAMILY,7500
0192D00110000000,192-D-110,0,PENNSYLVANIA BLVD,15228,0,2300,Taxable,Regular,Residential,VACANT LAND,2873
0192D00119000000,192-D-119,0,PENNSYLVANIA BLVD,15228,0,6900,Taxable,Regular,Residential,VACANT LAND,8583
0192E00056000000,192-E-56,186,MAIN ENTRANCE DR,15228,178000,59700,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00120000000,192-E-120,241,OUTLOOK DR,15228,197300,70000,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00155000000,192-E-155,234,OUTLOOK DR,15228,141000,70400,Taxable,Regular,Residential,SINGLE FAMILY,9000
0192E00089000000,192-E-89,141,CIRCLE DR,15228,105000,59200,Taxable,Regular,Residential,SINGLE FAMILY,7940
0192E00095000000,192-E-95,203,OUTLOOK DR,15228,291000,59000,Taxable,Regular,Residential,SINGLE FAMILY,7612
0192E00123000000,192-E-123,245,OUTLOOK DR,15228,194800,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00081000000,192-E-81,154,MAIN ENTRANCE DR,15228,153500,59500,Taxable,Regular,Residential,SINGLE FAMILY,8338
0192E00132000000,192-E-132,265,OUTLOOK DR,15228,186900,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00152000000,192-E-152,240,OUTLOOK DR,15228,150600,69400,Taxable,Regular,Residential,SINGLE FAMILY,7500
0192E00060000000,192-E-60,178,MAIN ENTRANCE DR,15228,140000,59700,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00128000000,192-E-128,255,OUTLOOK DR,15228,233200,69200,Taxable,Regular,Residential,SINGLE FAMILY,7250
0192E00142000000,192-E-142,252,OUTLOOK DR,15228,252500,69500,Taxable,Regular,Residential,SINGLE FAMILY,14778
0192E00161000000,192-E-161,226,OUTLOOK DR,15228,200000,60000,Taxable,Regular,Residential,SINGLE FAMILY,8737
0192E00164000000,192-E-164,220,OUTLOOK DR,15228,240700,69300,Taxable,Regular,Residential,SINGLE FAMILY,7388
0192D00134000000,192-D-134,0,CASTLE SHANNON BLVD,15228,0,37300,Taxable,Regular,Residential,VACANT LAND,9360
0192E00148000000,192-E-148,248,OUTLOOK DR,15228,292400,69400,Taxable,Regular,Residential,SINGLE FAMILY,7500
0192D00144000000,192-D-144,0,CASTLE SHANNON BLVD,15228,0,45300,Taxable,Regular,Residential,VACANT LAND,19324
0192E00077000000,192-E-77,158,MAIN ENTRANCE DR,15228,167200,71200,Taxable,Regular,Residential,SINGLE FAMILY,10150
0192E00092000000,192-E-92,201,OUTLOOK DR,15228,94600,57300,Taxable,Regular,Residential,SINGLE FAMILY,4652
0192E00105000000,192-E-105,217,OUTLOOK DR,15228,235200,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00179000000,192-E-179,31,LEBANON HILLS DR,15228,205500,59400,Taxable,Regular,Residential,SINGLE FAMILY,8149
0192E00167000000,192-E-167,214,OUTLOOK DR,15228,189500,65500,Taxable,Regular,Residential,SINGLE FAMILY,6860
0192E00173000000,192-E-173,200,OUTLOOK DR,15228,182200,77800,Taxable,Regular,Residential,SINGLE FAMILY,15252
0192E00126000000,192-E-126,251,OUTLOOK DR,15228,175000,69200,Taxable,Regular,Residential,SINGLE FAMILY,7250
0192E00135000000,192-E-135,271,OUTLOOK DR,15228,125800,74900,Taxable,Regular,Residential,SINGLE FAMILY,13050
0192E00146000000,192-E-146,250,OUTLOOK DR,15228,191100,71500,Taxable,Regular,Residential,SINGLE FAMILY,10454
0192D00184000000,192-D-184,395,CASTLE SHANNON BLVD,15234,74400,27300,Taxable,Regular,Residential,SINGLE FAMILY,5212
0192D00053000000,192-D-53,0,PENNSYLVANIA BLVD,15228,0,36000,Taxable,Regular,Residential,VACANT LAND,6560
0192D00059000002,192-D-59-0-2,0,PENNSYLVANIA BLVD,15228,0,35200,Provisionally Exempt,Corporation,Utilities,COMMERCIAL/UTILITY,4628
0192D00259000000,192-D-259,391,TAMPA AVE,15228,73400,32000,Taxable,Regular,Residential,SINGLE FAMILY,5468
0192D00320000000,192-D-320,354,ANAWANDA AVE,15228,114400,31800,Taxable,Regular,Residential,TWO FAMILY,5000
0192D00340000000,192-D-340,489,CASTLE SHANNON BLVD,15234,6167800,529700,Exempt,Corporation,Commercial,NURSING HOME/PRIVATE HOS,334671
0192E00029000000,192-E-29,187,MAIN ENTRANCE DR,15228,175900,59900,Taxable,Regular,Residential,SINGLE FAMILY,9000
0192E00074000000,192-E-74,162,MAIN ENTRANCE DR,15228,250600,72900,Taxable,Regular,Residential,SINGLE FAMILY,11600
0192E00085000000,192-E-85,145,CIRCLE DR,15228,150000,45000,Taxable,Regular,Residential,SINGLE FAMILY,7150
0192E00102000000,192-E-102,215,OUTLOOK DR,15228,232000,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192D00095000002,192-D-95-0-2,0,PENNSYLVANIA BLVD,15228,0,17400,Taxable,Regular,Residential,VACANT LAND,6069
0192D00182000000,192-D-182,391,CASTLE SHANNON BLVD,15234,66600,27500,Taxable,Regular,Residential,SINGLE FAMILY,5850
0192D00168000000,192-D-168,365,CASTLE SHANNON BLVD,15234,81300,32200,Taxable,Regular,Residential,SINGLE FAMILY,15000
0192E00111000000,192-E-111,225,OUTLOOK DR,15228,215500,70200,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00183000000,192-E-183,35,LEBANON HILLS DR,15228,91100,58900,Taxable,Regular,Residential,SINGLE FAMILY,7404
0192E00186000000,192-E-186,41,LEBANON HILLS DR,15228,223500,59900,Taxable,Regular,Residential,SINGLE FAMILY,9087
0192D00225000000,192-D-225,390,TAMPA AVE,15228,93500,34400,Taxable,Regular,Residential,SINGLE FAMILY,10461
0192D00293000000,192-D-293,390 -392,ANAWANDA AVE,15228,105100,30900,Taxable,Regular,Residential,TWO FAMILY,2500
0192D00264000000,192-D-264,397,TAMPA AVE,15228,44100,30900,Taxable,Regular,Residential,ROWHOUSE,2520
0192D00303000000,192-D-303,376,ANAWANDA AVE,15228,40000,20000,Taxable,Corporation,Residential,ROWHOUSE,3000
0192E00025000000,192-E-25,183,MAIN ENTRANCE DR,15228,181500,70400,Taxable,Regular,Residential,SINGLE FAMILY,9000
0192D00317000000,192-D-317,360,ANAWANDA AVE,15228,49100,25900,Taxable,Regular,Residential,ROWHOUSE,3000
0192D00298000000,192-D-298,382,ANAWANDA AVE,15228,42000,25000,Taxable,Regular,Residential,ROWHOUSE,2500
0192D00302000000,192-D-302,378,ANAWANDA AVE,15228,34100,25900,Taxable,Corporation,Residential,ROWHOUSE,2512
0192E00289000000,192-E-289,1065,WASHINGTON RD,15228,102900,67000,Taxable,Regular,Residential,SINGLE FAMILY,12750
0192F00023000000,192-F-23,295,PARKWAY DR,15228,151700,64600,Taxable,Regular,Residential,SINGLE FAMILY,13869
0192F00026000000,192-F-26,305,PARKWAY DR,15228,222900,64800,Taxable,Regular,Residential,SINGLE FAMILY,14105
0192F00029000000,192-F-29,311,PARKWAY DR,15228,150500,76900,Taxable,Regular,Residential,SINGLE FAMILY,14546
0192F00040000000,192-F-40,326,PARKWAY DR,15228,79000,60000,Taxable,Regular,Residential,SINGLE FAMILY,14697
0192F00068000000,192-F-68,274,PARKWAY DR,15228,164200,65100,Taxable,Regular,Residential,SINGLE FAMILY,1406
0192F00074000000,192-F-74,266,PARKWAY DR,15228,102900,74100,Taxable,Regular,Residential,SINGLE FAMILY,12495
0192D00324000000,192-D-324,308 -310,ANAWANDA AVE,15228,126000,32500,Taxable,Regular,Residential,ROWHOUSE,6800
0192D00375000000,192-D-375,370,CASTLE SHANNON BLVD,15228,1740000,194500,Exempt,Corporation,Government,FEDERAL GOVERNMENT,106400
0192F00043000000,192-F-43,320,PARKWAY DR,15228,97900,77500,Taxable,Regular,Residential,SINGLE FAMILY,15006
0192F00046000000,192-F-46,316,PARKWAY DR,15228,120800,77900,Taxable,Regular,Residential,SINGLE FAMILY,15278
0192F00049000000,192-F-49,310,PARKWAY DR,15228,103200,78100,Taxable,Regular,Residential,SINGLE FAMILY,15451
0192E00015000000,192-E-15,167,MAIN ENTRANCE DR,15228,230600,75500,Taxable,Regular,Residential,SINGLE FAMILY,13500
0192E00031000000,192-E-31,191,MAIN ENTRANCE DR,15228,167000,59900,Taxable,Regular,Residential,SINGLE FAMILY,9000
0192E00051000000,192-E-51,194,MAIN ENTRANCE DR,15228,159100,59700,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00291000000,192-E-291,1069,WASHINGTON RD,15228,156200,67000,Taxable,Regular,Residential,SINGLE FAMILY,12750
0192F00032000000,192-F-32,315,PARKWAY DR,15228,110000,76900,Taxable,Regular,Residential,SINGLE FAMILY,14584
0192F00052000000,192-F-52,306,PARKWAY DR,15228,95300,78300,Taxable,Regular,Residential,SINGLE FAMILY,15611
0192F00093000000,192-F-93,261,ORCHARD DR,15228,104600,70900,Taxable,Regular,Residential,SINGLE FAMILY,9675
0192F00108000000,192-F-108,285,ORCHARD DR,15228,131300,73100,Taxable,Regular,Residential,SINGLE FAMILY,11731
0192F00111000000,192-F-111,291,ORCHARD DR,15228,236200,73600,Taxable,Regular,Residential,SINGLE FAMILY,12139
0192D00335000000,192-D-335,445,CASTLE SHANNON BLVD,15234,181100,89600,Taxable,Regular,Industrial,WAREHOUSE,10281
0192E00012000000,192-E-12,163,MAIN ENTRANCE DR,15228,149600,70400,Taxable,Regular,Residential,SINGLE FAMILY,9000
0192E00047000000,192-E-47,202,MAIN ENTRANCE DR,15228,159000,59000,Taxable,Regular,Residential,SINGLE FAMILY,8700
0192E00287000000,192-E-287,1061,WASHINGTON RD,15228,66000,67000,Taxable,Regular,Residential,SINGLE FAMILY,12750
0192F00012000000,192-F-12,285,PARKWAY DR,15228,112300,62500,Taxable,Regular,Residential,SINGLE FAMILY,12037
0192F00060000000,192-F-60,286,PARKWAY DR,15228,218900,76100,Taxable,Regular,Residential,SINGLE FAMILY,13977
0192F00006000000,192-F-6,275,PARKWAY DR,15228,193400,61800,Taxable,Regular,Residential,SINGLE FAMILY,11483
0192F00037000000,192-F-37,330,PARKWAY DR,15228,198300,76700,Taxable,Regular,Residential,SINGLE FAMILY,14418
0192F00087000000,192-F-87,251,ORCHARD DR,15228,141600,70900,Taxable,Regular,Residential,SINGLE FAMILY,9611
0192F00090000000,192-F-90,253,ORCHARD DR,15228,89400,70600,Taxable,Regular,Residential,SINGLE FAMILY,9253
0192F00096000000,192-F-96,265,ORCHARD DR,15228,266000,71200,Taxable,Regular,Residential,SINGLE FAMILY,10062
0192F00099000000,192-F-99,271,ORCHARD DR,15228,222400,71500,Taxable,Corporation,Residential,SINGLE FAMILY,10510
0192F00055000000,192-F-55,294,PARKWAY DR,15228,85100,78400,Taxable,Regular,Residential,SINGLE FAMILY,15690
0192F00062000000,192-F-62,284,PARKWAY DR,15228,62000,60000,Taxable,Regular,Residential,SINGLE FAMILY,13652
