Parcel_ID|Municipality|Property_Address|School_District|Neighborhood_Code|Tax_Code|Recording_Date|Owner_Code|Sale_Price|State_Code|Deed_Book|Use_Code|Deed_Page|Homestead|Abatement|Farmstead|Lot_Area|Land_Value_2012_Mkt|Land_Value_2012_Cty|Building_Value_2012_Mkt|Building_Value_2012_Cty|Total_Value_2012_Mkt|Total_Value_2012_Cty
0099-N-00102-0000-00|926 MT. LEBANON|760 SCRUBGRASS RD|Mt Lebanon|92611|Taxable|5/1/1996|Regular|165000|Residential|9683|SINGLE FAMILY|313|Yes|No|No|16,205 SQFT|79100|79100|135900|120900|215000|200000
0099-N-00104-0000-00|926 MT. LEBANON|764 SCRUBGRASS RD|Mt Lebanon|92611|Taxable|4/5/1966|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|13,351 SQFT|72400|72400|169600|154600|242000|227000
0099-N-00106-0000-00|926 MT. LEBANON|768 SCRUBGRASS RD|Mt Lebanon|92611|Taxable|12/22/1987|Regular|1|Residential|7702|SINGLE FAMILY|460|Yes|No|No|14,402 SQFT|77900|77900|197700|182700|275600|260600
0099-N-00192-0000-00|926 MT. LEBANON|897 OLD HICKORY RD|Mt Lebanon|92610|Taxable|10/22/2002|Regular|290000|Residential|11485|SINGLE FAMILY|510|Yes|No|No|16,709 SQFT|55000|55000|207100|192100|262100|247100
0099-N-00194-0000-00|926 MT. LEBANON|893 OLD HICKORY RD|Mt Lebanon|92610|Taxable|12/26/2001|Regular|272000|Residential|11231|SINGLE FAMILY|399|Yes|No|No|16,650 SQFT|54900|54900|219100|204100|274000|259000
0099-N-00196-0000-00|926 MT. LEBANON|889 OLD HICKORY RD|Mt Lebanon|92610|Taxable|6/22/2001|Regular|278000|Residential|11079|SINGLE FAMILY|53|Yes|No|No|16,626 SQFT|51700|51700|228900|213900|280600|265600
0099-N-00198-0000-00|926 MT. LEBANON|885 OLD HICKORY RD|Mt Lebanon|92610|Taxable|9/26/2011|Regular|1|Residential|14697|SINGLE FAMILY|317|Yes|No|No|17,357 SQFT|52300|52300|204800|189800|257100|242100
0099-N-00200-0000-00|926 MT. LEBANON|881 OLD HICKORY RD|Mt Lebanon|92610|Taxable|2/4/2010|Regular|355000|Residential|14173|SINGLE FAMILY|336|No|No|No|20,051 SQFT|54800|54800|227400|227400|282200|282200
0099-N-00206-0000-00|926 MT. LEBANON|901 OLD HICKORY RD|Mt Lebanon|92610|Taxable|8/8/1996|Regular|200000|Residential|9758|SINGLE FAMILY|17|Yes|No|No|17,219 SQFT|65300|65300|170700|155700|236000|221000
0099-N-00212-0000-00|926 MT. LEBANON|905 OLD HICKORY RD|Mt Lebanon|92610|Taxable|5/26/1988|Regular|185000|Residential|7791|SINGLE FAMILY|103|Yes|No|No|17,306 SQFT|55600|55600|200300|185300|255900|240900
0099-N-00218-0000-00|926 MT. LEBANON|909 OLD HICKORY RD|Mt Lebanon|92610|Taxable|1/3/1983|Regular|143089|Residential|6587|SINGLE FAMILY|61|Yes|No|No|17,306 SQFT|55600|55600|221500|206500|277100|262100
0099-N-00224-0000-00|926 MT. LEBANON|913 OLD HICKORY RD|Mt Lebanon|92610|Taxable|5/20/2005|Regular|250000|Residential|12450|SINGLE FAMILY|90|No|No|No|17,120 SQFT|55400|55400|210200|210200|265600|265600
0099-N-00230-0000-00|926 MT. LEBANON|917 OLD HICKORY RD|Mt Lebanon|92610|Taxable|9/14/2011|Regular|347500|Residential|14687|SINGLE FAMILY|502|No|No|No|19,519 SQFT|57700|57700|226100|226100|283800|283800
0099-N-00236-0000-00|926 MT. LEBANON|921 OLD HICKORY RD|Mt Lebanon|92610|Taxable|5/28/2010|Regular|286500|Residential|14276|SINGLE FAMILY|317|Yes|No|No|15,961 SQFT|63800|63800|183500|168500|247300|232300
0099-N-00238-0000-00|926 MT. LEBANON|925 OLD HICKORY RD|Mt Lebanon|92610|Taxable|4/1/2010|Regular|390000|Residential|14218|SINGLE FAMILY|561|Yes|No|No|15,737 SQFT|63600|63600|215100|200100|278700|263700
0099-N-00240-0000-00|926 MT. LEBANON|929 OLD HICKORY RD|Mt Lebanon|92610|Taxable|8/27/1990|Regular|250000|Residential|8319|SINGLE FAMILY|475|Yes|No|No|15,886 SQFT|54200|54200|255800|240800|310000|295000
0099-N-00256-0000-00|926 MT. LEBANON|920 OLD HICKORY RD|Mt Lebanon|92610|Taxable|7/13/2006|Regular|1|Residential|12917|SINGLE FAMILY|102|Yes|No|No|14,371 SQFT|49600|49600|234000|219000|283600|268600
0099-N-00258-0000-00|926 MT. LEBANON|916 OLD HICKORY RD|Mt Lebanon|92610|Taxable|6/5/2002|Regular|315000|Residential|11365|SINGLE FAMILY|562|Yes|No|No|14,874 SQFT|50000|50000|256600|241600|306600|291600
0099-N-00264-0000-00|926 MT. LEBANON|912 OLD HICKORY RD|Mt Lebanon|92610|Taxable|8/23/1995|Regular|300000|Residential|9525|SINGLE FAMILY|171|Yes|No|No|15,375 SQFT|50500|50500|317300|302300|367800|352800
0099-N-00270-0000-00|926 MT. LEBANON|908 OLD HICKORY RD|Mt Lebanon|92610|Taxable|3/23/2005|Regular|1|Residential|12386|SINGLE FAMILY|159|Yes|No|No|15,028 SQFT|50200|50200|208600|193600|258800|243800
0099-N-00274-0000-00|926 MT. LEBANON|904 OLD HICKORY RD|Mt Lebanon|92610|Taxable|7/11/1974|Regular|57500|Residential||SINGLE FAMILY|0|Yes|No|No|18,230 SQFT|53100|53100|227700|212700|280800|265800
0099-N-00280-0000-00|926 MT. LEBANON|900 OLD HICKORY RD|Mt Lebanon|92610|Taxable|9/9/2005|Regular|262730|Residential|12584|SINGLE FAMILY|82|Yes|No|No|17,107 SQFT|52100|52100|160000|145000|212100|197100
0099-N-00286-0000-00|926 MT. LEBANON|896 OLD HICKORY RD|Mt Lebanon|92610|Taxable|4/14/2008|Regular|340000|Residential|13577|SINGLE FAMILY|126|No|No|No|13,950 SQFT|49200|49200|225800|225800|275000|275000
0099-N-00292-0000-00|926 MT. LEBANON|892 OLD HICKORY RD|Mt Lebanon|92610|Taxable|8/3/2007|Regular|415000|Residential|13328|SINGLE FAMILY|251|Yes|No|No|13,950 SQFT|49200|49200|247400|232400|296600|281600
0099-N-00298-0000-00|926 MT. LEBANON|888 OLD HICKORY RD|Mt Lebanon|92610|Taxable|6/9/2009|Regular|389000|Residential|13948|SINGLE FAMILY|1|Yes|No|No|13,950 SQFT|49200|49200|235800|220800|285000|270000
0099-N-00304-0000-00|926 MT. LEBANON|884 OLD HICKORY RD|Mt Lebanon|92610|Taxable|7/5/2002|Regular|261000|Residential|11393|SINGLE FAMILY|318|Yes|No|No|14,513 SQFT|49700|49700|211300|196300|261000|246000
0099-N-00310-0000-00|926 MT. LEBANON|880 OLD HICKORY RD|Mt Lebanon|92610|Taxable|2/4/1992|Regular|470000|Residential|8650|SINGLE FAMILY|456|Yes|No|No|21,338 SQFT|56000|56000|394100|379100|450100|435100
0099-N-00316-0000-00|926 MT. LEBANON|705 PINOAK RD|Mt Lebanon|92610|Taxable|1/28/1997|Regular|229750|Residential|9873|SINGLE FAMILY|79|No|No|No|13,500 SQFT|61000|61000|194000|194000|255000|255000
0099-N-00320-0000-00|926 MT. LEBANON|709 PINOAK RD|Mt Lebanon|92610|Taxable|12/17/1996|Regular|1|Residential|9848|SINGLE FAMILY|146|Yes|No|No|13,500 SQFT|61000|61000|207900|192900|268900|253900
0099-N-00326-0000-00|926 MT. LEBANON|713 PINOAK RD|Mt Lebanon|92610|Taxable|11/23/1983|Regular|172500|Residential|6772|SINGLE FAMILY|134|No|No|No|13,500 SQFT|61000|61000|153000|153000|214000|214000
0099-N-00332-0000-00|926 MT. LEBANON|717 PINOAK RD|Mt Lebanon|92610|Taxable|3/4/1986|Regular|225000|Residential|7253|SINGLE FAMILY|294|Yes|No|No|13,500 SQFT|61000|61000|297900|282900|358900|343900
0099-N-00338-0000-00|926 MT. LEBANON|801 SWEETGUM RD|Mt Lebanon|92610|Taxable|12/31/1986|Regular|220000|Residential|7464|SINGLE FAMILY|296|Yes|No|No|17,282 SQFT|65300|65300|221100|206100|286400|271400
0099-N-00344-0000-00|926 MT. LEBANON|725 PINOAK RD|Mt Lebanon|92610|Taxable|11/12/2009|Regular|1|Residential|14101|SINGLE FAMILY|170|Yes|No|No|15,422 SQFT|63200|63200|296000|281000|359200|344200
0099-N-00350-0000-00|926 MT. LEBANON|712 PINOAK RD|Mt Lebanon|92610|Taxable|1/6/1981|Regular|170000|Residential|6336|SINGLE FAMILY|91|Yes|No|No|15,378 SQFT|63100|63100|181900|166900|245000|230000
0099-N-00356-0000-00|926 MT. LEBANON|708 PINOAK RD|Mt Lebanon|92610|Taxable|9/1/1977|Regular|97500|Residential||SINGLE FAMILY|0|Yes|No|No|12,880 SQFT|60300|60300|200700|185700|261000|246000
0099-P-00008-0000-00|926 MT. LEBANON|704 SCRUBGRASS RD|Mt Lebanon|92610|Taxable|9/12/1983|Regular|130000|Residential|6728|SINGLE FAMILY|437|Yes|No|No|9,163 SQFT|36700|36700|213300|198300|250000|235000
0099-P-00026-0000-00|926 MT. LEBANON|865 OLD HICKORY RD|Mt Lebanon|92610|Taxable|7/3/2001|Regular|279000|Residential|11089|SINGLE FAMILY|230|Yes|No|No|18,828 SQFT|51700|51700|220800|205800|272500|257500
0099-P-00032-0000-00|926 MT. LEBANON|869 OLD HICKORY RD|Mt Lebanon|92610|Taxable|12/21/1992|Regular|265000|Residential|8873|SINGLE FAMILY|181|Yes|No|No|11,882 SQFT|47300|47300|263300|248300|310600|295600
0099-P-00036-0000-00|926 MT. LEBANON|873 OLD HICKORY RD|Mt Lebanon|92610|Taxable|5/16/1970|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|12,769 SQFT|48100|48100|193700|178700|241800|226800
0099-P-00038-0000-00|926 MT. LEBANON|877 OLD HICKORY RD|Mt Lebanon|92610|Taxable|12/12/2011|Regular|1|Residential|14760|SINGLE FAMILY|24|Yes|No|No|16,825 SQFT|48600|48600|215700|200700|264300|249300
0099-P-00056-0000-00|926 MT. LEBANON|701 PINOAK RD|Mt Lebanon|92610|Taxable|7/1/2011|Regular|1|Residential|14622|SINGLE FAMILY|286|No|No|No|19,500 SQFT|67900|67900|193000|193000|260900|260900
0099-P-00060-0000-00|926 MT. LEBANON|704 PINOAK RD|Mt Lebanon|92610|Taxable|12/10/1971|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|12,880 SQFT|60300|60300|161700|146700|222000|207000
0099-P-00064-0000-00|926 MT. LEBANON|700 PINOAK RD|Mt Lebanon|92610|Taxable|7/27/1998|Regular|221200|Residential|10255|SINGLE FAMILY|438|Yes|No|No|15,400 SQFT|53700|53700|186900|171900|240600|225600
0099-P-00089-0000-00|926 MT. LEBANON|80 MOFFETT ST|Mt Lebanon|92610|Taxable|7/26/2000|Regular|175000|Residential|10824|SINGLE FAMILY|176|Yes|No|No|1.3350 Acres|101600|101600|407900|392900|509500|494500
0099-P-00090-0000-01|926 MT. LEBANON|MOFFETT ST|Mt Lebanon|926C9|Exempt|5/6/1959|Corporation|0|Other||CHURCHES, PUBLIC WORSHIP|0|No|No|No|3.6619 Acres|358900|358900|0|0|358900|358900
0099-P-00090-0000-02|926 MT. LEBANON|70 MOFFETT ST|Mt Lebanon|926C9|Exempt|5/6/1959|Corporation|0|Other||CHURCHES, PUBLIC WORSHIP|0|No|No|No|3.6619 Acres|362700|362700|501000|501000|863700|863700
0099-P-00118-0000-00|926 MT. LEBANON|876 OLD HICKORY RD|Mt Lebanon|92610|Taxable|5/25/1993|Regular|217500|Residential|8970|SINGLE FAMILY|353|Yes|No|No|12,586 SQFT|45000|45000|215000|200000|260000|245000
0099-P-00122-0000-00|926 MT. LEBANON|872 OLD HICKORY RD|Mt Lebanon|92610|Taxable|6/17/2002|Regular|279900|Residential|11374|SINGLE FAMILY|505|Yes|No|No|13,112 SQFT|48400|48400|180800|165800|229200|214200
0099-P-00126-0000-00|926 MT. LEBANON|868 OLD HICKORY RD|Mt Lebanon|92610|Taxable|1/16/2004|Regular|285000|Residential|11922|SINGLE FAMILY|451|Yes|No|No|12,600 SQFT|45000|45000|215500|200500|260500|245500
0099-P-00130-0000-00|926 MT. LEBANON|864 OLD HICKORY RD|Mt Lebanon|92610|Taxable|10/25/1989|Regular|175000|Residential|8125|SINGLE FAMILY|425|Yes|No|No|12,977 SQFT|31300|31300|153700|138700|185000|170000
0099-P-00132-0000-00|926 MT. LEBANON|100 OAK PARK PL|Mt Lebanon|92610|Taxable|12/3/2001|Regular|297000|Residential|11213|SINGLE FAMILY|101|Yes|No|No|10,727 SQFT|49000|49000|248000|233000|297000|282000
0099-P-00134-0000-00|926 MT. LEBANON|104 OAK PARK PL|Mt Lebanon|92610|Taxable|3/11/2009|Regular|285000|Residential|13874|SINGLE FAMILY|397|Yes|No|No|9,000 SQFT|48000|48000|230000|215000|278000|263000
0099-P-00136-0000-00|926 MT. LEBANON|108 OAK PARK PL|Mt Lebanon|92610|Taxable|12/9/2009|Regular|289000|Residential|14128|SINGLE FAMILY|409|Yes|No|No|10,307 SQFT|50000|50000|260000|245000|310000|295000
0099-P-00138-0000-00|926 MT. LEBANON|112 OAK PARK PL|Mt Lebanon|92610|Taxable|12/30/1999|Regular|1|Residential|10665|SINGLE FAMILY|485|Yes|No|No|14,100 SQFT|52400|52400|226100|211100|278500|263500
0099-P-00139-0000-00|926 MT. LEBANON|101 OAK PARK PL|Mt Lebanon|92610|Taxable|7/8/2002|Regular|307000|Residential|11393|SINGLE FAMILY|511|Yes|No|No|8,501 SQFT|47800|47800|259200|244200|307000|292000
0099-P-00140-0000-00|926 MT. LEBANON|116 OAK PARK PL|Mt Lebanon|92610|Taxable|4/16/1968|Regular|12500|Residential|4539|SINGLE FAMILY|637|Yes|No|No|14,648 SQFT|62300|62300|247700|232700|310000|295000
0099-P-00141-0000-00|926 MT. LEBANON|105 OAK PARK PL|Mt Lebanon|92610|Taxable|12/3/2007|Regular|1|Residential|13454|SINGLE FAMILY|308|Yes|No|No|9,789 SQFT|43800|43800|196200|181200|240000|225000
0099-P-00142-0000-00|926 MT. LEBANON|120 OAK PARK PL|Mt Lebanon|92610|Taxable|1/31/2003|Regular|287000|Residential|11563|SINGLE FAMILY|460|Yes|No|No|1,147 SQFT|44300|44300|247500|232500|291800|276800
0099-P-00143-0000-00|926 MT. LEBANON|109 OAK PARK PL|Mt Lebanon|92610|Taxable|10/16/2002|Regular|250000|Residential|11481|SINGLE FAMILY|52|Yes|No|No|8,733 SQFT|47000|47000|205000|190000|252000|237000
0099-P-00144-0000-00|926 MT. LEBANON|126 OAK PARK PL|Mt Lebanon|92610|Taxable|11/4/1996|Regular|142500|Residential|9819|SINGLE FAMILY|597|Yes|No|No|10,001 SQFT|48500|48500|110500|95500|159000|144000
0099-P-00145-0000-00|926 MT. LEBANON|113 OAK PARK PL|Mt Lebanon|92610|Taxable|9/1/2005|Regular|382000|Residential|12574|SINGLE FAMILY|224|Yes|No|No|10,500 SQFT|57500|57500|308500|293500|366000|351000
0099-P-00147-0000-00|926 MT. LEBANON|117 OAK PARK PL|Mt Lebanon|92610|Taxable|5/29/2003|Regular|294000|Residential|11658|SINGLE FAMILY|245|Yes|No|No|7,367 SQFT|55600|55600|229200|214200|284800|269800
0099-P-00148-0000-00|926 MT. LEBANON|130 OAK PARK PL|Mt Lebanon|92610|Taxable|10/6/1997|Regular|235000|Residential|10050|SINGLE FAMILY|23|Yes|No|No|10,001 SQFT|48500|48500|213500|198500|262000|247000
0099-P-00149-0000-00|926 MT. LEBANON|121 OAK PARK PL|Mt Lebanon|92610|Taxable|12/31/1978|Regular|125000|Residential||SINGLE FAMILY|0|Yes|No|No|10,172 SQFT|57200|57200|253000|238000|310200|295200
0099-P-00150-0000-00|926 MT. LEBANON|R OF W|Mt Lebanon|92660|Taxable|6/30/1967|Corporation|0|Residential|4474|VACANT LAND|633|No|No|No|988 SQFT|1100|1100|0|0|1100|1100
0099-P-00151-0000-00|926 MT. LEBANON|125 OAK PARK PL|Mt Lebanon|92610|Taxable|6/24/1974|Regular|75000|Residential||SINGLE FAMILY|0|Yes|No|No|10,738 SQFT|46200|46200|263800|248800|310000|295000
0099-P-00152-0000-00|926 MT. LEBANON|136 OAK PARK PL|Mt Lebanon|92610|Taxable|5/5/1969|Regular|15500|Residential|4506|SINGLE FAMILY|333|Yes|No|No|10,001 SQFT|50000|50000|280000|265000|330000|315000
0099-P-00153-0000-00|926 MT. LEBANON|129 OAK PARK PL|Mt Lebanon|92610|Taxable|10/24/1996|Regular|162312|Residential|9811|SINGLE FAMILY|501|Yes|No|No|10,529 SQFT|48900|48900|215500|200500|264400|249400
0099-P-00154-0000-00|926 MT. LEBANON|140 OAK PARK PL|Mt Lebanon|92610|Taxable|5/2/1969|Regular|15500|Residential|4728|SINGLE FAMILY|561|Yes|No|No|10,001 SQFT|48500|48500|234500|219500|283000|268000
0099-P-00155-0000-00|926 MT. LEBANON|133 OAK PARK PL|Mt Lebanon|92610|Taxable|2/16/2006|Regular|1|Residential|12751|SINGLE FAMILY|266|Yes|No|No|11,200 SQFT|49600|49600|287700|272700|337300|322300
0099-P-00156-0000-00|926 MT. LEBANON|144 OAK PARK PL|Mt Lebanon|92610|Taxable|6/15/2000|Regular|268000|Residential|10791|SINGLE FAMILY|414|Yes|No|No|9,935 SQFT|45600|45600|268300|253300|313900|298900
0099-P-00157-0000-00|926 MT. LEBANON|137 OAK PARK PL|Mt Lebanon|92610|Taxable|2/3/2003|Regular|1|Residential|11564|SINGLE FAMILY|557|Yes|No|No|11,200 SQFT|49600|49600|260400|245400|310000|295000
0099-P-00158-0000-00|926 MT. LEBANON|148 OAK PARK PL|Mt Lebanon|92610|Taxable|4/21/1994|Regular|290000|Residential|9198|SINGLE FAMILY|479|Yes|No|No|14,616 SQFT|49800|49800|257200|242200|307000|292000
0099-P-00159-0000-00|926 MT. LEBANON|141 OAK PARK PL|Mt Lebanon|92610|Taxable|5/5/2010|Regular|305000|Residential|14247|SINGLE FAMILY|559|Yes|No|No|10,842 SQFT|46300|46300|231400|216400|277700|262700
0099-P-00160-0000-00|926 MT. LEBANON|152 OAK PARK PL|Mt Lebanon|92610|Taxable|7/15/2009|Regular|212000|Residential|13983|SINGLE FAMILY|230|Yes|No|No|7,032 SQFT|55400|55400|161800|146800|217200|202200
0099-P-00162-0000-00|926 MT. LEBANON|156 OAK PARK PL|Mt Lebanon|92610|Taxable|7/16/2001|Regular|182500|Residential|11098|SINGLE FAMILY|105|Yes|No|No|8,400 SQFT|56100|56100|158900|143900|215000|200000
0099-P-00164-0000-00|926 MT. LEBANON|160 OAK PARK PL|Mt Lebanon|92610|Taxable|1/5/2010|Regular|1|Residential|14148|SINGLE FAMILY|244|No|No|No|8,400 SQFT|56100|56100|203700|203700|259800|259800
0099-P-00166-0000-00|926 MT. LEBANON|164 OAK PARK PL|Mt Lebanon|92610|Taxable|12/24/1968|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,400 SQFT|56100|56100|194400|179400|250500|235500
0099-P-00168-0000-00|926 MT. LEBANON|168 OAK PARK PL|Mt Lebanon|92610|Taxable|6/21/2000|Regular|160000|Residential|10796|SINGLE FAMILY|210|Yes|No|No|10,123 SQFT|57100|57100|142900|127900|200000|185000
0099-P-00170-0000-00|926 MT. LEBANON|172 OAK PARK PL|Mt Lebanon|92610|Taxable|7/3/2007|Regular|430000|Residential|13291|SINGLE FAMILY|311|Yes|No|No|14,310 SQFT|47600|47600|290000|275000|337600|322600
0099-P-00172-0000-00|926 MT. LEBANON|176 OAK PARK PL|Mt Lebanon|92610|Taxable|11/30/1983|Regular|1|Residential|6774|SINGLE FAMILY|371|Yes|No|No|15,131 SQFT|62900|62900|215100|200100|278000|263000
0099-P-00174-0000-00|926 MT. LEBANON|180 OAK PARK PL|Mt Lebanon|92610|Taxable|1/31/2006|Regular|1|Residential|12734|SINGLE FAMILY|454|No|No|No|10,533 SQFT|57600|57600|240200|240200|297800|297800
0099-P-00176-0000-00|926 MT. LEBANON|184 OAK PARK PL|Mt Lebanon|92610|Taxable|7/11/1968|Regular|12500|Residential|4577|SINGLE FAMILY|581|Yes|No|No|10,500 SQFT|57500|57500|215100|200100|272600|257600
0099-P-00178-0000-00|926 MT. LEBANON|188 OAK PARK PL|Mt Lebanon|92610|Taxable|3/12/2002|Regular|257000|Residential|11290|SINGLE FAMILY|294|Yes|No|No|12,632 SQFT|60000|60000|197000|182000|257000|242000
0099-P-00180-0000-00|926 MT. LEBANON|200 OAK PARK PL|Mt Lebanon|92610|Taxable|1/26/1993|Regular|1|Residential|8895|SINGLE FAMILY|574|Yes|No|No|11,710 SQFT|60000|60000|230000|215000|290000|275000
0099-P-00400-0000-00|926 MT. LEBANON|661 ARDEN LN|Mt Lebanon|92613|Taxable|8/11/1993|Regular|213000|Residential|9029|SINGLE FAMILY|435|Yes|No|No|6,660 SQFT|26400|26400|159800|144800|186200|171200
0099-R-00008-0000-00|926 MT. LEBANON|1216 COCHRAN RD|Mt Lebanon|92613|Taxable|7/10/1990|Regular|107000|Residential|8287|SINGLE FAMILY|300|Yes|No|No|12,065 SQFT|30900|30900|109300|94300|140200|125200
0099-R-00012-0000-00|926 MT. LEBANON|1210 COCHRAN RD|Mt Lebanon|92613|Taxable|2/11/1998|Regular|1|Residential|10132|SINGLE FAMILY|27|Yes|No|No|7,950 SQFT|28600|28600|67400|52400|96000|81000
0099-R-00016-0000-00|926 MT. LEBANON|468 ROYCE AVE|Mt Lebanon|92613|Taxable|6/26/2008|Regular|215000|Residential|13654|SINGLE FAMILY|53|Yes|No|No|7,619 SQFT|28500|28500|123100|108100|151600|136600
0099-R-00018-0000-00|926 MT. LEBANON|462 ROYCE AVE|Mt Lebanon|92613|Taxable|8/28/1998|Regular|89000|Residential|10282|SINGLE FAMILY|571|Yes|No|No|6,250 SQFT|30800|30800|63600|48600|94400|79400
0099-R-00024-0000-00|926 MT. LEBANON|1108 COCHRAN RD|Mt Lebanon|92613|Taxable|3/13/2007|Regular|220000|Residential|13172|SINGLE FAMILY|15|Yes|No|No|12,159 SQFT|26400|26400|112100|97100|138500|123500
0099-R-00028-0000-00|926 MT. LEBANON|1106 COCHRAN RD|Mt Lebanon|92613|Taxable|9/15/2009|Regular|183000|Residential|14041|SINGLE FAMILY|384|Yes|No|No|12,450 SQFT|26600|26600|65400|50400|92000|77000
0099-R-00036-0000-00|926 MT. LEBANON|520 MCCULLY ST|Mt Lebanon|92613|Taxable|9/5/2002|Regular|138900|Residential|11448|ROWHOUSE|147|No|No|No|4,340 SQFT|14300|14300|55200|55200|69500|69500
0099-R-00038-0000-00|926 MT. LEBANON|518 MCCULLY ST|Mt Lebanon|92613|Taxable|9/5/2002|Regular|138900|Residential|11448|ROWHOUSE|147|No|No|No|1,820 SQFT|11900|11900|57600|57600|69500|69500
0099-R-00042-0000-00|926 MT. LEBANON|1016 COCHRAN RD|Mt Lebanon|92613|Taxable|9/11/1973|Regular|0|Residential|5273|TWO FAMILY|37|No|No|No|5,642 SQFT|23400|23400|92300|92300|115700|115700
0099-R-00044-0000-00|926 MT. LEBANON|1012 COCHRAN RD|Mt Lebanon|92613|Taxable|7/26/1994|Regular|1|Residential|9269|TWO FAMILY|129|Yes|No|No|5,986 SQFT|23600|23600|122400|107400|146000|131000
0099-R-00050-0000-00|926 MT. LEBANON|BOWER HILL RD|Mt Lebanon|926C9|Taxable|6/7/1983|Corporation|1|Commercial|6670|VACANT COMMERCIAL LAND|577|No|No|No|12,078 SQFT|30900|30900|0|0|30900|30900
0099-R-00052-0000-00|926 MT. LEBANON|611 BOWER HILL RD|Mt Lebanon|92613|Taxable|11/2/1988|Regular|115000|Residential|7902|SINGLE FAMILY|127|Yes|No|No|6,250 SQFT|27700|27700|116200|101200|143900|128900
0099-R-00058-0000-00|926 MT. LEBANON|654 BOWER HILL RD|Mt Lebanon|92613|Taxable|7/28/1988|Regular|125000|Residential|7836|SINGLE FAMILY|419|Yes|No|No|11,423 SQFT|30500|30500|161500|146500|192000|177000
0099-R-00062-0000-00|926 MT. LEBANON|646 BOWER HILL RD|Mt Lebanon|92613|Taxable|4/28/1997|Regular|150000|Residential|9929|SINGLE FAMILY|642|Yes|No|No|10,510 SQFT|30000|30000|147000|132000|177000|162000
0099-R-00066-0000-00|926 MT. LEBANON|634 BOWER HILL RD|Mt Lebanon|92613|Taxable|9/1/2004|Regular|190000|Residential|12177|SINGLE FAMILY|316|Yes|No|No|5,248 SQFT|27200|27200|113600|98600|140800|125800
0099-R-00068-0000-00|926 MT. LEBANON|632 BOWER HILL RD|Mt Lebanon|92613|Taxable|4/20/1989|Regular|83000|Residential|7999|SINGLE FAMILY|135|Yes|No|No|5,244 SQFT|27200|27200|122300|107300|149500|134500
0099-R-00070-0000-00|926 MT. LEBANON|630 BOWER HILL RD|Mt Lebanon|92613|Taxable|3/27/1962|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|5,240 SQFT|50000|50000|92000|77000|142000|127000
0099-R-00072-0000-00|926 MT. LEBANON|626 BOWER HILL RD|Mt Lebanon|92610|Taxable|5/3/2002|Regular|1|Residential|11337|SINGLE FAMILY|466|Yes|No|No|5,213 SQFT|48900|48900|51100|36100|100000|85000
0099-R-00074-0000-00|926 MT. LEBANON|622 BOWER HILL RD|Mt Lebanon|92613|Taxable|6/13/1966|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|7,847 SQFT|22000|22000|111000|96000|133000|118000
0099-R-00076-0000-00|926 MT. LEBANON|616 BOWER HILL RD|Mt Lebanon|92613|Taxable|12/27/1993|Regular|1|Residential|9126|SINGLE FAMILY|532|Yes|Yes|No|7,843 SQFT|28600|28600|112100|97100|140700|125700
0099-R-00078-0000-00|926 MT. LEBANON|606 BOWER HILL RD|Mt Lebanon|92613|Taxable|8/7/2003|Regular|345000|Residential|11736|SINGLE FAMILY|267|Yes|No|No|13,984 SQFT|31900|31900|167600|152600|199500|184500
0099-R-00136-0000-00|926 MT. LEBANON|1009 COCHRAN RD|Mt Lebanon|92613|Taxable|3/1/2004|Regular|1|Residential|11960|SINGLE FAMILY|565|No|No|No|9,300 SQFT|29400|29400|152900|152900|182300|182300
0099-R-00138-0000-00|926 MT. LEBANON|1015 COCHRAN RD|Mt Lebanon|92613|Taxable|11/29/2006|Regular|120000|Residential|13070|SINGLE FAMILY|238|No|No|No|8,580 SQFT|29000|29000|78800|78800|107800|107800
0099-R-00144-0000-00|926 MT. LEBANON|1103 COCHRAN RD|Mt Lebanon|92613|Taxable|9/7/1973|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|12,000 SQFT|30800|30800|150300|135300|181100|166100
0099-R-00146-0000-00|926 MT. LEBANON|1111 COCHRAN RD|Mt Lebanon|92613|Taxable|3/1/1978|Regular|61500|Residential||TWO FAMILY|0|No|No|No|5,680 SQFT|32000|32000|110700|110700|142700|142700
0099-R-00148-0000-00|926 MT. LEBANON|1115 COCHRAN RD|Mt Lebanon|92613|Taxable|4/10/1978|Regular|38000|Residential||SINGLE FAMILY|0|Yes|Yes|No|6,202 SQFT|27700|27700|61200|46200|88900|73900
0099-R-00150-0000-00|926 MT. LEBANON|1123 COCHRAN RD|Mt Lebanon|92613|Taxable|2/15/2007|Regular|213500|Residential|13146|SINGLE FAMILY|170|Yes|No|No|5,967 SQFT|27600|27600|117400|102400|145000|130000
0099-R-00154-0000-00|926 MT. LEBANON|611 ROYCE AVE|Mt Lebanon|92613|Taxable|12/20/2005|Regular|195000|Residential|12695|SINGLE FAMILY|405|Yes|No|No|5,100 SQFT|30000|30000|130100|115100|160100|145100
