Parcel_ID|Municipality|Property_Address|School_District|Neighborhood_Code|Tax_Code|Recording_Date|Owner_Code|Sale_Price|State_Code|Deed_Book|Use_Code|Deed_Page|Homestead|Abatement|Farmstead|Lot_Area|Land_Value_2012_Mkt|Land_Value_2012_Cty|Building_Value_2012_Mkt|Building_Value_2012_Cty|Total_Value_2012_Mkt|Total_Value_2012_Cty
0193-S-00062-0000-00|926 MT. LEBANON|89 INGLEWOOD DR|Mt Lebanon|92605|Taxable|6/30/1966|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,976 SQFT|31800|31800|181000|166000|212800|197800
0193-S-00064-0000-00|926 MT. LEBANON|85 INGLEWOOD DR|Mt Lebanon|92605|Taxable|6/27/2001|Regular|305000|Residential|11083|SINGLE FAMILY|35|Yes|No|No|8,118 SQFT|31300|31300|232200|217200|263500|248500
0193-S-00070-0000-00|926 MT. LEBANON|78 WOODHAVEN DR|Mt Lebanon|92615|Taxable|7/18/2007|Regular|1|Residential|13308|SINGLE FAMILY|341|Yes|No|No|7,743 SQFT|30000|30000|139000|124000|169000|154000
0193-S-00072-0000-00|926 MT. LEBANON|80 WOODHAVEN DR|Mt Lebanon|92615|Taxable|2/6/1986|Regular|91000|Residential|7242|SINGLE FAMILY|162|Yes|No|No|8,214 SQFT|62900|62900|177700|162700|240600|225600
0193-S-00074-0000-00|926 MT. LEBANON|84 WOODHAVEN DR|Mt Lebanon|92615|Taxable|3/5/1998|Regular|155000|Residential|10145|SINGLE FAMILY|432|Yes|No|No|8,698 SQFT|63200|63200|186000|171000|249200|234200
0193-S-00076-0000-00|926 MT. LEBANON|90 WOODHAVEN DR|Mt Lebanon|92615|Taxable|8/2/2003|Regular|365375|Residential|12141|SINGLE FAMILY|566|Yes|No|No|8,886 SQFT|63000|63000|160900|145900|223900|208900
0193-S-00077-0000-00|926 MT. LEBANON|WOODHAVEN DR|Mt Lebanon|92615|Taxable|5/23/1924|Corporation|0|Residential|2208|VACANT LAND|245|No|No|No|495 SQFT|700|700|0|0|700|700
0193-S-00079-0000-00|926 MT. LEBANON|96 WOODHAVEN DR|Mt Lebanon|92615|Taxable|5/15/2008|Regular|356000|Residential|13610|SINGLE FAMILY|191|No|No|No|10,579 SQFT|64400|64400|182300|182300|246700|246700
0193-S-00081-0000-00|926 MT. LEBANON|100 WOODHAVEN DR|Mt Lebanon|92615|Taxable|2/8/2011|Regular|1|Residential|14499|SINGLE FAMILY|379|Yes|No|No|10,932 SQFT|64800|64800|140300|125300|205100|190100
0193-S-00081-0001-00|926 MT. LEBANON|106 WOODHAVEN DR|Mt Lebanon|92615|Taxable|9/10/1997|Regular|1|Residential|10031|VACANT LAND|94|No|No|No|1,042 SQFT|1400|1400|0|0|1400|1400
0193-S-00083-0000-00|926 MT. LEBANON|106 WOODHAVEN DR|Mt Lebanon|92615|Taxable|9/10/1997|Regular|1|Residential|10031|SINGLE FAMILY|94|Yes|No|No|9,486 SQFT|80100|80100|199900|184900|280000|265000
0193-S-00087-0000-00|926 MT. LEBANON|95 WOODHAVEN DR|Mt Lebanon|92615|Taxable|8/3/2009|Regular|259000|Residential|14000|SINGLE FAMILY|536|Yes|No|No|15,655 SQFT|66600|66600|118400|103400|185000|170000
0193-S-00090-0000-00|926 MT. LEBANON|91 WOODHAVEN DR|Mt Lebanon|92615|Taxable|11/21/2006|Regular|293500|Residential|13064|SINGLE FAMILY|557|Yes|No|No|14,888 SQFT|65700|65700|106000|91000|171700|156700
0193-S-00094-0000-00|926 MT. LEBANON|85 WOODHAVEN DR|Mt Lebanon|92615|Taxable|6/20/1985|Regular|112000|Residential|7100|SINGLE FAMILY|385|Yes|No|No|13,923 SQFT|68400|68400|257000|242000|325400|310400
0193-S-00098-0000-00|926 MT. LEBANON|81 WOODHAVEN DR|Mt Lebanon|92615|Taxable|6/10/2011|Regular|265000|Residential|14602|SINGLE FAMILY|293|No|No|No|13,924 SQFT|40000|40000|84000|84000|124000|124000
0193-S-00102-0000-00|926 MT. LEBANON|75 WOODHAVEN DR|Mt Lebanon|92615|Taxable|12/28/1995|Regular|1|Residential|9608|SINGLE FAMILY|302|Yes|No|No|13,924 SQFT|68400|68400|253000|238000|321400|306400
0193-S-00106-0000-00|926 MT. LEBANON|71 WOODHAVEN DR|Mt Lebanon|92615|Taxable|11/1/2006|Regular|386000|Residential|13044|SINGLE FAMILY|69|Yes|No|No|13,924 SQFT|68400|68400|291600|276600|360000|345000
0193-S-00110-0000-00|926 MT. LEBANON|61 WOODHAVEN DR|Mt Lebanon|92615|Taxable|6/2/2000|Regular|310000|Residential|10780|SINGLE FAMILY|263|Yes|No|No|34,264 SQFT|93200|93200|255700|240700|348900|333900
0193-S-00114-0000-00|926 MT. LEBANON|41 SPALDING CIR|Mt Lebanon|92615|Taxable|8/17/2010|Regular|1175000|Residential|14354|SINGLE FAMILY|360|Yes|No|No|27,764 SQFT|85300|85300|414400|399400|499700|484700
0193-S-00118-0000-00|926 MT. LEBANON|31 SPALDING CIR|Mt Lebanon|92615|Taxable|11/22/1977|Regular|106000|Residential||SINGLE FAMILY|0|No|No|No|37,841 SQFT|97500|97500|385900|385900|483400|483400
0193-S-00122-0000-00|926 MT. LEBANON|21 SPALDING CIR|Mt Lebanon|92615|Taxable|11/19/1992|Regular|245000|Residential|8853|SINGLE FAMILY|232|Yes|No|No|30,877 SQFT|89000|89000|225800|210800|314800|299800
0193-S-00126-0000-00|926 MT. LEBANON|1 SPALDING CIR|Mt Lebanon|92615|Taxable|8/3/1990|Regular|282000|Residential|8305|SINGLE FAMILY|315|Yes|No|No|31,316 SQFT|89600|89600|331800|316800|421400|406400
0193-S-00132-0000-00|926 MT. LEBANON|40 LONGUEVUE DR|Mt Lebanon|92615|Taxable|9/27/2010|Regular|405000|Residential|14390|SINGLE FAMILY|221|Yes|No|No|10,941 SQFT|64800|64800|251200|236200|316000|301000
0193-S-00136-0000-00|926 MT. LEBANON|44 LONGUEVUE DR|Mt Lebanon|92615|Taxable|9/28/2007|Regular|412000|Residential|13391|SINGLE FAMILY|516|Yes|No|No|13,924 SQFT|68400|68400|182600|167600|251000|236000
0193-S-00140-0000-00|926 MT. LEBANON|50 LONGUEVUE DR|Mt Lebanon|92615|Taxable|4/30/1996|Regular|240000|Residential|9681|SINGLE FAMILY|589|Yes|No|No|13,910 SQFT|64800|64800|347100|332100|411900|396900
0193-S-00143-0000-00|926 MT. LEBANON|56 LONGUEVUE DR|Mt Lebanon|92615|Taxable|8/1/2006|Regular|1|Residential|12937|SINGLE FAMILY|139|Yes|No|No|13,924 SQFT|68400|68400|268400|253400|336800|321800
0193-S-00148-0000-00|926 MT. LEBANON|45 LONGUEVUE DR|Mt Lebanon|92615|Taxable|8/24/1999|Regular|277900|Residential|10563|SINGLE FAMILY|592|Yes|No|No|11,900 SQFT|64200|64200|230800|215800|295000|280000
0193-S-00151-0000-00|926 MT. LEBANON|41 LONGUEVUE DR|Mt Lebanon|92615|Taxable|1/10/1977|Regular|85000|Residential||SINGLE FAMILY|0|Yes|No|No|12,795 SQFT|75000|75000|315000|300000|390000|375000
0193-S-00154-0000-00|926 MT. LEBANON|31 LONGUEVUE DR|Mt Lebanon|92615|Taxable|9/7/2006|Regular|250000|Residential|12984|SINGLE FAMILY|406|No|No|No|12,831 SQFT|63400|63400|221800|221800|285200|285200
0193-S-00157-0000-00|926 MT. LEBANON|25 LONGUEVUE DR|Mt Lebanon|92615|Taxable|5/21/2008|Regular|340000|Residential|13616|SINGLE FAMILY|192|Yes|No|No|12,470 SQFT|66700|66700|232900|217900|299600|284600
0193-S-00170-0000-00|926 MT. LEBANON|WOODHAVEN DR|Mt Lebanon|92615|Exempt|5/5/1950|Corporation|0|Government||TOWNSHIP GOVERNMENT|0|No|No|No|3.4452 Acres|233800|233800|0|0|233800|233800
0193-S-00178-0000-00|926 MT. LEBANON|1170 WASHINGTON RD|Mt Lebanon|92615|Taxable|11/4/2004|Regular|245000|Residential|12247|SINGLE FAMILY|123|Yes|No|No|21,214 SQFT|73000|73000|172000|157000|245000|230000
0193-S-00182-0000-00|926 MT. LEBANON|1174 WASHINGTON RD|Mt Lebanon|92615|Taxable|8/9/1972|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|18,000 SQFT|71700|71700|303300|288300|375000|360000
0193-S-00192-0000-00|926 MT. LEBANON|26 WOODHAVEN DR|Mt Lebanon|92615|Taxable|11/6/2003|Regular|450000|Residential|11847|SINGLE FAMILY|97|Yes|No|No|24,030 SQFT|71700|71700|305500|290500|377200|362200
0193-S-00196-0000-00|926 MT. LEBANON|32 WOODHAVEN DR|Mt Lebanon|92615|Taxable|7/15/2008|Regular|548000|Residential|13672|SINGLE FAMILY|64|Yes|No|No|20,336 SQFT|67800|67800|180300|165300|248100|233100
0193-S-00200-0000-00|926 MT. LEBANON|40 WOODHAVEN DR|Mt Lebanon|92615|Taxable|6/16/2010|Regular|575000|Residential|14293|SINGLE FAMILY|154|Yes|No|No|17,659 SQFT|68900|68900|217500|202500|286400|271400
0193-S-00204-0000-00|926 MT. LEBANON|44 WOODHAVEN DR|Mt Lebanon|92615|Taxable|4/12/2002|Regular|465000|Residential|11318|SINGLE FAMILY|612|Yes|No|No|16,018 SQFT|67000|67000|398000|383000|465000|450000
0193-S-00208-0000-00|926 MT. LEBANON|50 WOODHAVEN DR|Mt Lebanon|92615|Taxable|4/3/2000|Regular|377500|Residential|10728|SINGLE FAMILY|597|Yes|No|No|14,252 SQFT|68800|68800|325300|310300|394100|379100
0193-S-00212-0000-00|926 MT. LEBANON|54 WOODHAVEN DR|Mt Lebanon|92615|Taxable|7/30/1999|Regular|340000|Residential|10541|SINGLE FAMILY|28|Yes|No|No|14,309 SQFT|65100|65100|302100|287100|367200|352200
0193-S-00216-0000-00|926 MT. LEBANON|56 WOODHAVEN DR|Mt Lebanon|92615|Taxable|5/1/1971|Regular|23000|Residential||SINGLE FAMILY|0|Yes|No|No|11,315 SQFT|31000|31000|69000|54000|100000|85000
0193-S-00219-0000-00|926 MT. LEBANON|60 WOODHAVEN DR|Mt Lebanon|92615|Taxable|4/15/2010|Regular|447000|Residential|14229|SINGLE FAMILY|444|No|No|No|2.2406 Acres|63800|63800|149900|149900|213700|213700
0193-S-00222-0000-00|926 MT. LEBANON|64 WOODHAVEN DR|Mt Lebanon|92615|Taxable|3/8/2007|Regular|1|Residential|13167|SINGLE FAMILY|100|Yes|No|No|9,132 SQFT|63500|63500|188400|173400|251900|236900
0193-S-00226-0000-00|926 MT. LEBANON|2 CRESCENT DR|Mt Lebanon|92605|Taxable|4/30/2003|Regular|0|Residential|11633|SINGLE FAMILY|263|Yes|No|No|8,362 SQFT|29600|29600|242600|227600|272200|257200
0194-A-00170-0000-00|926 MT. LEBANON|17 CARLETON DR|Mt Lebanon|92609|Taxable|2/7/1991|Regular|220000|Residential|8421|SINGLE FAMILY|99|Yes|No|No|17,280 SQFT|51600|51600|206400|191400|258000|243000
0194-A-00172-0000-00|926 MT. LEBANON|25 CARLETON DR|Mt Lebanon|92609|Taxable|6/9/1972|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,311 SQFT|44700|44700|128900|113900|173600|158600
0194-A-00176-0000-00|926 MT. LEBANON|105 ELATAN DR|Mt Lebanon|92609|Taxable|11/22/2006|Regular|267000|Residential|13066|SINGLE FAMILY|595|Yes|No|No|12,123 SQFT|39900|39900|134400|119400|174300|159300
0194-A-00178-0000-00|926 MT. LEBANON|107 ELATAN DR|Mt Lebanon|92609|Taxable|1/30/2004|Regular|183500|Residential|11934|SINGLE FAMILY|323|Yes|No|No|10,897 SQFT|36700|36700|117300|102300|154000|139000
0194-A-00180-0000-00|926 MT. LEBANON|109 ELATAN DR|Mt Lebanon|92609|Taxable|7/30/2009|Regular|195000|Residential|13997|SINGLE FAMILY|241|Yes|No|No|13,484 SQFT|48100|48100|142800|127800|190900|175900
0194-A-00182-0000-00|926 MT. LEBANON|113 ELATAN DR|Mt Lebanon|92609|Taxable|6/5/2009|Regular|221500|Residential|13945|SINGLE FAMILY|545|Yes|No|No|9,644 SQFT|44800|44800|137400|122400|182200|167200
0194-A-00184-0000-00|926 MT. LEBANON|117 ELATAN DR|Mt Lebanon|92609|Taxable|8/25/1997|Regular|100000|Residential|10019|SINGLE FAMILY|258|Yes|No|No|7,200 SQFT|43700|43700|107300|92300|151000|136000
0194-A-00186-0000-00|926 MT. LEBANON|121 ELATAN DR|Mt Lebanon|92609|Taxable|8/30/2001|Regular|156400|Residential|11139|SINGLE FAMILY|103|Yes|No|No|7,200 SQFT|43700|43700|115800|100800|159500|144500
0194-A-00188-0000-00|926 MT. LEBANON|125 ELATAN DR|Mt Lebanon|92609|Taxable|3/1/2011|Regular|268000|Residential|14514|SINGLE FAMILY|489|Yes|No|No|7,200 SQFT|43700|43700|130300|115300|174000|159000
0194-A-00190-0000-00|926 MT. LEBANON|129 ELATAN DR|Mt Lebanon|92609|Taxable|3/10/1956|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|7,200 SQFT|43700|43700|115800|100800|159500|144500
0194-A-00192-0000-00|926 MT. LEBANON|133 ELATAN DR|Mt Lebanon|92609|Taxable|12/3/2004|Regular|202000|Residential|12277|SINGLE FAMILY|454|No|No|No|7,200 SQFT|43700|43700|143300|143300|187000|187000
0194-A-00194-0000-00|926 MT. LEBANON|137 ELATAN DR|Mt Lebanon|92609|Taxable|3/14/2003|Regular|1|Residential|11595|SINGLE FAMILY|219|No|No|No|7,200 SQFT|43700|43700|134300|134300|178000|178000
0194-A-00196-0000-00|926 MT. LEBANON|141 ELATAN DR|Mt Lebanon|92609|Taxable|9/1/2006|Regular|165000|Residential|12978|SINGLE FAMILY|325|No|No|No|7,560 SQFT|43900|43900|131800|131800|175700|175700
0194-A-00198-0000-00|926 MT. LEBANON|145 ELATAN DR|Mt Lebanon|92609|Taxable|12/22/1975|Regular|46000|Residential||VACANT LAND|0|No|No|No|360 SQFT|300|300|0|0|300|300
0194-A-00198-0001-00|926 MT. LEBANON|145 ELATAN DR|Mt Lebanon|92609|Taxable|5/23/2003|Regular|185900|Residential|11654|SINGLE FAMILY|374|Yes|No|No|6,840 SQFT|39200|39200|127600|112600|166800|151800
0194-A-00200-0000-00|926 MT. LEBANON|149 ELATAN DR|Mt Lebanon|92609|Taxable|3/25/2003|Regular|1|Residential|11604|SINGLE FAMILY|014|Yes|No|No|7,200 SQFT|43700|43700|100800|85800|144500|129500
0194-A-00202-0000-00|926 MT. LEBANON|153 ELATAN DR|Mt Lebanon|92609|Taxable|4/5/1977|Regular|58500|Residential||SINGLE FAMILY|0|Yes|Yes|No|7,200 SQFT|43700|43700|102700|87700|146400|131400
0194-A-00204-0000-00|926 MT. LEBANON|157 ELATAN DR|Mt Lebanon|92609|Taxable|8/19/1993|Regular|115500|Residential|9035|SINGLE FAMILY|537|Yes|No|No|6,840 SQFT|43600|43600|101400|86400|145000|130000
0194-A-00206-0000-00|926 MT. LEBANON|161 ELATAN DR|Mt Lebanon|92609|Taxable|9/18/1990|Regular|122000|Residential|8335|SINGLE FAMILY|181|Yes|No|No|7,200 SQFT|40000|40000|160000|145000|200000|185000
0194-A-00210-0000-00|926 MT. LEBANON|132 ELATAN DR|Mt Lebanon|92609|Taxable|12/19/1984|Regular|107250|Residential|7001|SINGLE FAMILY|336|Yes|No|No|8,299 SQFT|44200|44200|111600|96600|155800|140800
0194-A-00214-0000-00|926 MT. LEBANON|128 ELATAN DR|Mt Lebanon|92609|Taxable|5/10/2010|Regular|190000|Residential|14254|SINGLE FAMILY|144|Yes|No|No|6,383 SQFT|43400|43400|129000|114000|172400|157400
0194-A-00216-0000-00|926 MT. LEBANON|124 ELATAN DR|Mt Lebanon|92609|Taxable|10/23/2001|Regular|1|Residential|11181|SINGLE FAMILY|65|Yes|No|No|6,958 SQFT|43600|43600|126900|111900|170500|155500
0194-A-00218-0000-00|926 MT. LEBANON|120 ELATAN DR|Mt Lebanon|92609|Taxable|12/27/2006|Regular|177000|Residential|13100|SINGLE FAMILY|7|Yes|No|No|7,200 SQFT|43700|43700|108400|93400|152100|137100
0194-A-00220-0000-00|926 MT. LEBANON|116 ELATAN DR|Mt Lebanon|92609|Taxable|6/1/2010|Regular|258000|Residential|14278|SINGLE FAMILY|289|Yes|No|No|7,200 SQFT|43700|43700|112600|97600|156300|141300
0194-A-00222-0000-00|926 MT. LEBANON|112 ELATAN DR|Mt Lebanon|92609|Taxable|12/27/2007|Regular|206000|Residential|13478|SINGLE FAMILY|567|No|No|No|7,200 SQFT|43700|43700|114400|114400|158100|158100
0194-A-00224-0000-00|926 MT. LEBANON|108 ELATAN DR|Mt Lebanon|92609|Taxable|1/28/2005|Regular|1|Residential|12333|SINGLE FAMILY|469|Yes|No|No|7,200 SQFT|43700|43700|125300|110300|169000|154000
0194-A-00226-0000-00|926 MT. LEBANON|104 ELATAN DR|Mt Lebanon|92609|Taxable|11/12/1992|Regular|1|Residential|8847|SINGLE FAMILY|436|No|No|No|7,200 SQFT|43700|43700|76500|76500|120200|120200
0194-A-00228-0000-00|926 MT. LEBANON|100 ELATAN DR|Mt Lebanon|92609|Taxable|5/16/1994|Regular|130000|Residential|9216|SINGLE FAMILY|212|Yes|No|No|10,298 SQFT|45300|45300|105600|90600|150900|135900
0194-A-00232-0000-00|926 MT. LEBANON|29 CARLETON DR|Mt Lebanon|92609|Taxable|10/6/1977|Regular|74000|Residential||SINGLE FAMILY|0|Yes|No|No|14,395 SQFT|49000|49000|111600|96600|160600|145600
0194-A-00234-0000-00|926 MT. LEBANON|33 CARLETON DR|Mt Lebanon|92609|Taxable|6/23/1972|Regular|0|Residential||SINGLE FAMILY|0|Yes|Yes|No|4,989 SQFT|42800|42800|141400|126400|184200|169200
0194-A-00236-0000-00|926 MT. LEBANON|37 CARLETON DR|Mt Lebanon|92609|Taxable|6/17/1963|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,572 SQFT|44400|44400|107000|92000|151400|136400
0194-A-00238-0000-00|926 MT. LEBANON|41 CARLETON DR|Mt Lebanon|92609|Taxable|2/5/2010|Regular|205000|Residential|14174|SINGLE FAMILY|1|Yes|No|No|7,980 SQFT|44100|44100|137000|122000|181100|166100
0194-A-00240-0000-00|926 MT. LEBANON|45 CARLETON DR|Mt Lebanon|92609|Taxable|12/29/2004|Regular|1|Residential|12304|SINGLE FAMILY|386|Yes|No|No|8,401 SQFT|44300|44300|129700|114700|174000|159000
0194-A-00242-0000-00|926 MT. LEBANON|49 CARLETON DR|Mt Lebanon|92609|Taxable|10/18/1983|Regular|102000|Residential|6750|SINGLE FAMILY|245|Yes|Yes|No|7,141 SQFT|43700|43700|152700|137700|196400|181400
0194-A-00248-0000-00|926 MT. LEBANON|53 CARLETON DR|Mt Lebanon|92609|Taxable|4/2/1998|Regular|162000|Residential|10164|SINGLE FAMILY|605|Yes|No|No|13,641 SQFT|48300|48300|125000|110000|173300|158300
0194-A-00252-0000-00|926 MT. LEBANON|54 CARLETON DR|Mt Lebanon|92609|Taxable|4/21/2006|Regular|192000|Residential|12819|SINGLE FAMILY|474|Yes|No|No|6,500 SQFT|43400|43400|119000|104000|162400|147400
0194-A-00254-0000-00|926 MT. LEBANON|50 CARLETON DR|Mt Lebanon|92609|Taxable|12/20/2002|Regular|2500|Residential|11533|SINGLE FAMILY|459|Yes|No|No|6,500 SQFT|43400|43400|112800|97800|156200|141200
0194-A-00256-0000-00|926 MT. LEBANON|46 CARLETON DR|Mt Lebanon|92609|Taxable|3/6/1989|Regular|147000|Residential|7971|SINGLE FAMILY|204|Yes|No|No|6,990 SQFT|43700|43700|132100|117100|175800|160800
0194-A-00258-0000-00|926 MT. LEBANON|42 CARLETON DR|Mt Lebanon|92609|Taxable|4/28/1993|Regular|153500|Residential|8951|SINGLE FAMILY|482|Yes|No|No|6,820 SQFT|43600|43600|156100|141100|199700|184700
0194-A-00260-0000-00|926 MT. LEBANON|101 DILLON DR|Mt Lebanon|92609|Taxable|11/7/2007|Regular|217000|Residential|13431|SINGLE FAMILY|76|Yes|No|No|6,168 SQFT|43300|43300|144700|129700|188000|173000
0194-B-00008-0000-00|926 MT. LEBANON|13 CARLETON DR|Mt Lebanon|92609|Taxable|12/19/1995|Regular|125000|Residential|9602|SINGLE FAMILY|262|Yes|No|No|8,964 SQFT|37900|37900|111700|96700|149600|134600
0194-B-00010-0000-00|926 MT. LEBANON|9 CARLETON DR|Mt Lebanon|92609|Taxable|3/15/2005|Regular|225000|Residential|12378|SINGLE FAMILY|16|No|No|No|9,504 SQFT|38100|38100|122100|122100|160200|160200
0194-B-00012-0000-00|926 MT. LEBANON|5 CARLETON DR|Mt Lebanon|92609|Taxable|5/1/1964|Regular|0|Residential||SINGLE FAMILY|0|Yes|Yes|No|9,504 SQFT|44800|44800|113400|98400|158200|143200
0194-B-00022-0000-00|926 MT. LEBANON|1411 BOWER HILL RD|Mt Lebanon|92608|Taxable|6/22/2009|Regular|1|Residential|13960|SINGLE FAMILY|148|No|No|No|17,610 SQFT|38000|38000|98600|98600|136600|136600
0194-B-00026-0000-00|926 MT. LEBANON|1409 BOWER HILL RD|Mt Lebanon|92608|Taxable|8/26/2010|Regular|99563|Residential|14361|SINGLE FAMILY|556|No|No|No|11,778 SQFT|33800|33800|117800|117800|151600|151600
0194-B-00032-0000-00|926 MT. LEBANON|502 PAT HAVEN DR|Mt Lebanon|92608|Taxable|11/1/2000|Regular|150000|Residential|10903|SINGLE FAMILY|253|Yes|No|No|8,165 SQFT|31500|31500|119700|104700|151200|136200
0194-B-00034-0000-00|926 MT. LEBANON|506 PAT HAVEN DR|Mt Lebanon|92608|Taxable|10/15/1993|Regular|1|Residential|9075|SINGLE FAMILY|533|Yes|No|No|8,306 SQFT|35000|35000|113700|98700|148700|133700
0194-B-00036-0000-00|926 MT. LEBANON|510 PAT HAVEN DR|Mt Lebanon|92608|Taxable|9/14/2009|Regular|141718|Residential|14040|SINGLE FAMILY|247|No|No|No|8,115 SQFT|34900|34900|91400|91400|126300|126300
0194-B-00038-0000-00|926 MT. LEBANON|514 PAT HAVEN DR|Mt Lebanon|92608|Taxable|10/25/1993|Regular|0|Residential|9081|SINGLE FAMILY|596|Yes|No|No|7,780 SQFT|34800|34800|91700|76700|126500|111500
0194-B-00046-0000-00|926 MT. LEBANON|513 PAT HAVEN DR|Mt Lebanon|92608|Taxable|6/22/1976|Regular|52900|Residential||SINGLE FAMILY|0|Yes|No|No|8,057 SQFT|31400|31400|119200|104200|150600|135600
0194-B-00054-0000-00|926 MT. LEBANON|1353 BOWER HILL RD|Mt Lebanon|92608|Taxable|4/27/2000|Regular|95305|Residential|10748|SINGLE FAMILY|509|Yes|No|No|13,406 SQFT|35000|35000|73900|58900|108900|93900
0194-B-00058-0000-00|926 MT. LEBANON|1347 BOWER HILL RD|Mt Lebanon|92608|Taxable|2/23/2001|Regular|1|Residential|10984|SINGLE FAMILY|477|Yes|No|No|15,055 SQFT|36000|36000|117500|102500|153500|138500
0194-B-00062-0000-00|926 MT. LEBANON|1339 BOWER HILL RD|Mt Lebanon|92608|Taxable|10/23/2008|Regular|1|Residential|13769|SINGLE FAMILY|120|Yes|No|No|6,731 SQFT|30900|30900|100100|85100|131000|116000
0194-B-00066-0000-00|926 MT. LEBANON|1335 BOWER HILL RD|Mt Lebanon|92608|Taxable|12/14/1990|Regular|1|Residential|8391|SINGLE FAMILY|317|No|Yes|No|6,519 SQFT|30900|30900|81900|81900|112800|112800
0194-B-00076-0000-00|926 MT. LEBANON|1316 BOWER HILL RD|Mt Lebanon|92609|Taxable|1/10/2011|Regular|140000|Residential|14477|SINGLE FAMILY|164|Yes|No|No|24,724 SQFT|47200|47200|100600|85600|147800|132800
0194-B-00082-0000-00|926 MT. LEBANON|1320 BOWER HILL RD|Mt Lebanon|92609|Taxable|8/27/1974|Regular|33000|Residential||SINGLE FAMILY|0|Yes|No|No|23,740 SQFT|51600|51600|91800|76800|143400|128400
0194-B-00090-0000-00|926 MT. LEBANON|1334 BOWER HILL RD|Mt Lebanon|92609|Taxable|4/1/1999|Regular|73000|Residential||SINGLE FAMILY|0|Yes|No|No|36,451 SQFT|33700|33700|64300|49300|98000|83000
0194-B-00098-0000-00|926 MT. LEBANON|1344 BOWER HILL RD|Mt Lebanon|92609|Taxable|12/17/2003|Regular|113500|Residential|11892|SINGLE FAMILY|440|No|No|No|35,685 SQFT|61300|61300|52700|52700|114000|114000
0194-B-00106-0000-00|926 MT. LEBANON|1348 BOWER HILL RD|Mt Lebanon|92609|Taxable|11/4/1982|Regular|59215|Residential|6558|SINGLE FAMILY|43|Yes|No|No|36,447 SQFT|61900|61900|114600|99600|176500|161500
0194-B-00118-0000-00|926 MT. LEBANON|1404 BOWER HILL RD|Mt Lebanon|92609|Taxable|6/25/1987|Regular|1|Residential|7584|SINGLE FAMILY|384|Yes|Yes|No|1.2240 Acres|43400|43400|56600|41600|100000|85000
0194-B-00124-0000-00|926 MT. LEBANON|1406 BOWER HILL RD|Mt Lebanon|92609|Taxable|5/1/2000|Regular|94000|Residential|10750|SINGLE FAMILY|568|Yes|No|No|23,228 SQFT|38700|38700|59300|44300|98000|83000
0194-B-00130-0000-00|926 MT. LEBANON|1408 BOWER HILL RD|Mt Lebanon|92609|Taxable|3/18/1998|Regular|88500|Residential|10153|SINGLE FAMILY|263|Yes|No|No|23,737 SQFT|41900|41900|66500|51500|108400|93400
0194-B-00136-0000-00|926 MT. LEBANON|1410 BOWER HILL RD|Mt Lebanon|92609|Taxable|3/15/2006|Regular|1|Residential|12775|SINGLE FAMILY|453|No|No|No|33,001 SQFT|40100|40100|73800|73800|113900|113900
0194-B-00148-0000-00|926 MT. LEBANON|1428 BOWER HILL RD|Mt Lebanon|92609|Taxable|5/6/1958|Regular|0|Residential|3694|SINGLE FAMILY|508|Yes|Yes|No|43,237 SQFT|54000|54000|71000|56000|125000|110000
0194-B-00154-0000-00|926 MT. LEBANON|1430 BOWER HILL RD|Mt Lebanon|92609|Taxable|11/26/2001|Regular|0|Residential|11206|SINGLE FAMILY|473|No|No|No|38,436 SQFT|54400|54400|125500|125500|179900|179900
0194-B-00156-0000-00|926 MT. LEBANON|116 DUPONT CIR|Mt Lebanon|92609|Taxable|1/9/2007|Regular|0|Residential|13113|VACANT LAND|97|No|No|No|24,743 SQFT|58300|58300|0|0|58300|58300
0194-B-00174-0000-00|926 MT. LEBANON|4 CARLETON DR|Mt Lebanon|92609|Taxable|5/1/1974|Regular|66750|Residential|4672|SINGLE FAMILY|670|Yes|No|No|9,720 SQFT|44900|44900|160900|145900|205800|190800
0194-B-00176-0000-00|926 MT. LEBANON|6 CARLETON DR|Mt Lebanon|92609|Taxable|6/15/1966|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,720 SQFT|38200|38200|180900|165900|219100|204100
0194-B-00178-0000-00|926 MT. LEBANON|8 CARLETON DR|Mt Lebanon|92609|Taxable|8/6/1991|Regular|196000|Residential|8538|SINGLE FAMILY|466|Yes|No|No|9,720 SQFT|44900|44900|163700|148700|208600|193600
0194-B-00180-0000-00|926 MT. LEBANON|10 CARLETON DR|Mt Lebanon|92609|Taxable|2/6/1987|Regular|140000|Residential|7490|SINGLE FAMILY|497|Yes|No|No|9,720 SQFT|44900|44900|177500|162500|222400|207400
0194-B-00182-0000-00|926 MT. LEBANON|26 CARLETON DR|Mt Lebanon|92609|Taxable|9/21/2011|Regular|10|Residential|14694|SINGLE FAMILY|51|No|No|No|8,192 SQFT|44200|44200|134400|134400|178600|178600
